"node"	"mean"	"sd"
"1"	3310	38.3744816714289	2.99417680681706
"2"	4679	14.5187454439537	2.99417680681706
"3"	4497	1.36785432815493	2.99417680681706
"4"	4568	38.2726857585662	2.99417680681706
"5"	4520	29.5779412944497	2.99417680681706
"6"	4512	-9.85089931213582	2.99417680681706
"7"	4496	29.9980111214397	2.99417680681706
"8"	4495	21.2505458813907	2.99417680681706
"9"	5417	25.6410266581746	2.99417680681706
"10"	5492	34.1979784962691	2.99417680681706
"11"	5561	27.5332945285565	2.99417680681706
"12"	5050	39.7107800834871	2.99417680681706
"13"	5021	26.4963952548896	2.99417680681706
"14"	5021	33.3355951973701	2.99417680681706
"15"	5121	40.1824213165543	2.99417680681706
"16"	4060	26.6182898138617	2.99417680681706
"17"	4144	24.55	2.99417680681706
"18"	4145	24.55	2.99417680681706
"19"	4133	37.474605449054	2.99417680681706
"20"	3615	9.69110589529175	2.99417680681706
"21"	3928	9.01096117144243	2.99417680681706
"22"	4247	33.6762153957788	2.99417680681706
"23"	4552	43.5665949222525	2.99417680681706
"24"	4642	13.6536235574308	2.99417680681706
"25"	4506	38.1707520063843	2.99417680681706
"26"	4518	32.4025564423553	2.99417680681706
"27"	4436	23.6780263697503	2.99417680681706
"28"	4434	42.0710640621246	2.99417680681706
"29"	4522	26.400720657344	2.99417680681706
"30"	4386	13.9733818738163	2.99417680681706
"31"	4490	41.5894727101265	2.99417680681706
"32"	4471	45.7038671321011	2.99417680681706
"33"	5401	37.7327585769807	2.99417680681706
"34"	4648	22.4277030832514	2.99417680681706
"35"	4604	30.7106503394417	2.99417680681706
"36"	4613	33.1147627777826	2.99417680681706
"37"	4596	44.0321757507387	2.99417680681706
"38"	4629	20.1089071316443	2.99417680681706
"39"	3293	42.4248190277694	2.99417680681706
"40"	4423	29.9479625653546	2.99417680681706
"41"	4455	21.9700271489798	2.99417680681706
"42"	5618	-23.2468022264921	2.99417680681706
"43"	4913	16.3883618335995	2.99417680681706
"44"	4864	33.5194804793423	2.99417680681706
"45"	4979	27.5145366125504	2.99417680681706
"46"	5574	21.4436478197221	2.99417680681706
"47"	4007	38.9847834002855	2.99417680681706
"48"	5810	19.2447292541999	2.99417680681706
"49"	4166	32.5857688554763	2.99417680681706
"50"	5531	35.792682204282	2.99417680681706
"51"	5385	33.8387512449452	2.99417680681706
"52"	5493	43.2686977946661	2.99417680681706
"53"	3993	40.0066564761508	2.99417680681706
"54"	3743	42.5466418425937	2.99417680681706
"55"	3134	20.9535543648987	2.99417680681706
"56"	3192	35.2896244554148	2.99417680681706
"57"	3160	31.1733393254774	2.99417680681706
"58"	3256	35.0432975380438	2.99417680681706
"59"	3314	31.9099867318966	2.99417680681706
"60"	3294	39.2416471154563	2.99417680681706
"61"	3300	35.2914967527052	2.99417680681706
"62"	2957	38.7379808090101	2.99417680681706
"63"	4620	32.5256925116616	2.99417680681706
"64"	4593	30.6351555035051	2.99417680681706
"65"	4587	31.5636649649879	2.99417680681706
"66"	4536	42.1831053536594	2.99417680681706
"67"	4581	34.3244030672584	2.99417680681706
"68"	4580	35.0649561347824	2.99417680681706
"69"	4576	11.6462466889024	2.99417680681706
"70"	4569	27.8485097111878	2.99417680681706
"71"	4632	38.1398959534946	2.99417680681706
"72"	4475	33.2786426158208	2.99417680681706
"73"	4646	19.8192738071867	2.99417680681706
"74"	4470	29.2370395439311	2.99417680681706
"75"	5621	20.0410976733697	2.99417680681706
"76"	4649	19.8417232319693	2.99417680681706
"77"	4684	28.0340503349705	2.99417680681706
"78"	4662	-16.9867441407359	2.99417680681706
"79"	4562	26.9676889220999	2.99417680681706
"80"	4610	37.5384210662652	2.99417680681706
"81"	3407	9.69136344060458	2.99417680681706
"82"	3287	24.1901838054605	2.99417680681706
"83"	4274	20.0486446027887	2.99417680681706
"84"	4263	20.9473263151053	2.99417680681706
"85"	5695	-31.4790968570554	2.99417680681706
"86"	5755	-29.6616738140097	2.99417680681706
"87"	4458	23.5	2.99417680681706
"88"	4456	41.7286524436494	2.99417680681706
"89"	4472	55.9738178078889	2.99417680681706
"90"	4398	-13.3881037304349	2.99417680681706
"91"	4057	38.5971997938533	2.99417680681706
"92"	4098	36.6835313123688	2.99417680681706
"93"	4200	45.718570135514	2.99417680681706
"94"	2965	46.5189474137895	2.99417680681706
"95"	3473	43.3533320506482	2.99417680681706
"96"	3638	42.7078301582206	2.99417680681706
"97"	5807	-13.1034385799793	2.99417680681706
"98"	4310	-0.978953876026061	2.99417680681706
"99"	4267	-8.63	2.99417680681706
"100"	4687	-19.6432989078335	2.99417680681706
"101"	5827	-24.6814351919999	2.99417680681706
"102"	5232	-0.604091687860336	2.99417680681706
"103"	4957	2.51	2.99417680681706
"104"	4635	11.1660555431126	2.99417680681706
"105"	5808	-34.6519989856212	2.99417680681706
"106"	4179	30.1987698060102	2.99417680681706
"107"	4590	39.2252105067468	2.99417680681706
"108"	3747	35.3948283745476	2.99417680681706
"109"	3954	40.7325921778443	2.99417680681706
"110"	4515	-13.766739028479	2.99417680681706
"111"	3792	35.9104546854744	2.99417680681706
"112"	3238	35.0287381892217	2.99417680681706
"113"	5161	33.0586468718911	2.99417680681706
"114"	3799	35.8344864791659	2.99417680681706
"115"	4004	38.5917163659312	2.99417680681706
"116"	5199	31.6662680131983	2.99417680681706
"117"	5384	39.2971594918135	2.99417680681706
"118"	3180	34.4641654146671	2.99417680681706
"119"	4589	-4.72692493808837	2.99417680681706
"120"	4564	37.5905569734577	2.99417680681706
"121"	3989	39.2260789962745	2.99417680681706
"122"	5386	37.6191618909484	2.99417680681706
"123"	5533	33.0493874607813	2.99417680681706
"124"	5388	49.8094982716067	2.99417680681706
"125"	4515	-6.90079269051607	2.99417680681706
"126"	4601	12.9500208327373	2.99417680681706
"127"	5560	32.374226280069	2.99417680681706
"128"	3240	33.9556355481717	2.99417680681706
"129"	3809	29.9913097841494	2.99417680681706
"130"	4998	10.377082062628	2.99417680681706
"131"	5216	32.14	2.99417680681706
"132"	3772	33.6596955408071	2.99417680681706
"133"	3935	35.4302229697276	2.99417680681706
"134"	4609	-17.4857848200052	2.99417680681706
"135"	4497	36.7181477881226	2.99417680681706
"136"	3824	27.7552412402172	2.99417680681706
"137"	3305	40.5318579939308	2.99417680681706
"138"	5108	35.4452721230566	2.99417680681706
"139"	3790	35.7203281166931	2.99417680681706
"140"	4429	43.2368236042089	2.99417680681706
"141"	3282	46.090668380594	2.99417680681706
"142"	3755	34.9835692125571	2.99417680681706
"143"	4420	26.8425586013708	2.99417680681706
"144"	4573	40.9196293531935	2.99417680681706
"145"	3299	54.655288238206	2.99417680681706
"146"	3314	39.1688907151089	2.99417680681706
"147"	4165	39.6056727122268	2.99417680681706
"148"	3178	30.730934518913	2.99417680681706
"149"	4135	37.4605027007122	2.99417680681706
"150"	3191	29.9618332606148	2.99417680681706
"151"	4095	39.9039056395377	2.99417680681706
"152"	4469	48.2487967989295	2.99417680681706
"153"	5382	38.6045569870626	2.99417680681706
"154"	2956	38.7754672302197	2.99417680681706
"155"	5153	44.4578636279531	2.99417680681706
"156"	4551	47.9009616244861	2.99417680681706
"157"	5582	1.92723975553941	2.99417680681706
"158"	3356	56.8219677858981	2.99417680681706
"159"	4430	71.8692958079293	2.99417680681706
"160"	5243	22.6697156494651	2.99417680681706
"161"	4277	29.5526814928529	2.99417680681706
"162"	3878	-5.79660880514917	2.99417680681706
"163"	5235	18.3828279350045	2.99417680681706
"164"	4440	-12.2569814458407	2.99417680681706
"165"	4440	-1.77889402702769	2.99417680681706
"166"	4403	1.12002566514203	2.99417680681706
"167"	4414	-7.12266369332275	2.99417680681706
"168"	4415	-9.56332785396631	2.99417680681706
"169"	4411	-11.1245875428189	2.99417680681706
"170"	4409	7.89790346648665	2.99417680681706
"171"	4395	3.14839203673516	2.99417680681706
"172"	4442	-1.48416807791828	2.99417680681706
"173"	4611	-14.2707807908048	2.99417680681706
"174"	4531	-17.882069488008	2.99417680681706
"175"	4243	-16.3500431428692	2.99417680681706
"176"	2936	-11.186207574112	2.99417680681706
"177"	3875	1.24006898225658	2.99417680681706
"178"	4641	-18.6761884393628	2.99417680681706
"179"	4658	-0.922815385445947	2.99417680681706
"180"	4445	-13.8186188010274	2.99417680681706
"181"	4513	-8.42794666697778	2.99417680681706
"182"	4610	-7.01224680127993	2.99417680681706
"183"	4242	4.71460882981178	2.99417680681706
"184"	4660	-8.7520950213821	2.99417680681706
"185"	5621	-0.463738281385365	2.99417680681706
"186"	4519	1.3789099867446	2.99417680681706
"187"	4519	-3.74634392975397	2.99417680681706
"188"	4459	-1.22971924941672	2.99417680681706
"189"	3712	-6.75597607760678	2.99417680681706
"190"	4237	3.17873006683872	2.99417680681706
"191"	4454	-10.1539523320438	2.99417680681706
"192"	4671	-13.2544709187577	2.99417680681706
"193"	5616	-1.86099420457545	2.99417680681706
"194"	4677	1.30027366929747	2.99417680681706
"195"	4404	-24.0664684235062	2.99417680681706
"196"	4221	1.51876681477939	2.99417680681706
"197"	4259	6.44055270817122	2.99417680681706
"198"	3415	-16.0365576908641	2.99417680681706
"199"	4573	-18.693753297215	2.99417680681706
"200"	3464	11.1503392257359	2.99417680681706
"201"	3490	-1.33781426123939	2.99417680681706
"202"	4232	-7.94879233986307	2.99417680681706
"203"	5142	1.50292045111419	2.99417680681706
"204"	4854	-18.7829332816087	2.99417680681706
"205"	2962	3.33057770303077	2.99417680681706
"206"	3506	-6.86277045411647	2.99417680681706
"207"	4058	4.47944923808509	2.99417680681706
"208"	4809	3.30329420647946	2.99417680681706
"209"	4660	1.44158817239332	2.99417680681706
"210"	3728	29.5973026189792	2.99417680681706
"211"	3584	-8.55616289643995	2.99417680681706
"212"	3447	-12.6621585395544	2.99417680681706
"213"	3939	-1.37846223758346	2.99417680681706
"214"	4049	-6.75699793852563	2.99417680681706
"215"	3598	-7.8964404251893	2.99417680681706
"216"	5488	-0.348524373916784	2.99417680681706
"217"	5408	-5.35049671326651	2.99417680681706
"218"	4721	-20.3934014499045	2.99417680681706
"219"	4365	-2.30419513607366	2.99417680681706
"220"	5619	-4.62796438104533	2.99417680681706
"221"	3813	9.50077779369802	2.99417680681706
"222"	4550	0.83	2.99417680681706
"223"	4558	-11.6854015767135	2.99417680681706
"224"	4977	8.57	2.99417680681706
"225"	4993	11.1868568800496	2.99417680681706
"226"	5330	19.7749434870094	2.99417680681706
"227"	5305	8.57	2.99417680681706
"228"	5290	8.57	2.99417680681706
"229"	5251	9.12282864437531	2.99417680681706
"230"	5269	8.57	2.99417680681706
"231"	5309	8.57	2.99417680681706
"232"	5257	9.67852233809505	2.99417680681706
"233"	5136	9.67618374298762	2.99417680681706
"234"	4284	-4.11061974185782	2.99417680681706
