collection_no	collection.authorizer	license	class_name	order_name	family_name	occurrence.genus_reso	occurrence.genus_name	occurrence.species_reso	occurrence.species_name	original.genus_reso	original.genus_name	original.species_reso	original.species_name	collection.reference_no	latdec	lngdec	paleolatdec	paleolngdec	ma_max	ma_min	ma_mid
20639	J. Alroy	CC BY	Aves	Avetheropoda	Gaviidae		Gavia		arctica					2018	34	-118	35.81	-102.25	0.12600	0.01170	0.06885
20639	J. Alroy	CC BY	Aves	Avetheropoda	Procellariidae		Puffinus		gresus					2018	34	-118	35.81	-102.25	0.12600	0.01170	0.06885
20639	J. Alroy	CC BY	Aves	Avetheropoda	Anatidae		Branta	?	nigricans					2018	34	-118	35.81	-102.25	0.12600	0.01170	0.06885
20639	J. Alroy	CC BY	Aves	Avetheropoda	Anatidae		Chendytes		lawi					2018	34	-118	35.81	-102.25	0.12600	0.01170	0.06885
20639	J. Alroy	CC BY	Aves	Avetheropoda	Laridae		Larus		glaucescens					2018	34	-118	35.81	-102.25	0.12600	0.01170	0.06885
20639	J. Alroy	CC BY	Aves	Avetheropoda			Anas		sp.					2018	34	-118	35.81	-102.25	0.12600	0.01170	0.06885
20639	J. Alroy	CC BY	Aves	Avetheropoda	Falconidae		Falco		sparverius					2018	34	-118	35.81	-102.25	0.12600	0.01170	0.06885
20639	J. Alroy	CC BY	Aves	Avetheropoda	Podicipedidae		Podiceps	?	auritus		Colymbus	?	auritus	2018	34	-118	35.81	-102.25	0.12600	0.01170	0.06885
20639	J. Alroy	CC BY	Aves	Avetheropoda	Procellariidae		Fulmarus		glacialis					2018	34	-118	35.81	-102.25	0.12600	0.01170	0.06885
20639	J. Alroy	CC BY	Aves	Avetheropoda			Anas		platyrhynchos					2018	34	-118	35.81	-102.25	0.12600	0.01170	0.06885
20639	J. Alroy	CC BY	Aves	Avetheropoda			Anas		carolinense					2018	34	-118	35.81	-102.25	0.12600	0.01170	0.06885
20639	J. Alroy	CC BY	Aves	Ralliformes	Rallidae		Fulica		americana					2018	34	-118	35.81	-102.25	0.12600	0.01170	0.06885
20639	J. Alroy	CC BY	Aves	Avetheropoda	Alcidae		Ptychoramphus		aleuticus					2018	34	-118	35.81	-102.25	0.12600	0.01170	0.06885
20639	J. Alroy	CC BY	Aves	Avetheropoda	Odontophoridae		Lophortyx		californica					2018	34	-118	35.81	-102.25	0.12600	0.01170	0.06885
20639	J. Alroy	CC BY	Aves	Avetheropoda	Podicipedidae		Colymbus		nigricollis					2018	34	-118	35.81	-102.25	0.12600	0.01170	0.06885
20639	J. Alroy	CC BY	Aves	Avetheropoda	Phalacrocoracidae		Phalacrocorax		penicillatus					2018	34	-118	35.81	-102.25	0.12600	0.01170	0.06885
20639	J. Alroy	CC BY	Aves	Avetheropoda	Anatidae		Bucephala		albeola					2018	34	-118	35.81	-102.25	0.12600	0.01170	0.06885
20639	J. Alroy	CC BY	Aves	Avetheropoda	Scolopacidae		Limosa	?	fedoa					2018	34	-118	35.81	-102.25	0.12600	0.01170	0.06885
20639	J. Alroy	CC BY	Aves	Avetheropoda	Cathartidae		Cathartes		aura					2018	34	-118	35.81	-102.25	0.12600	0.01170	0.06885
20639	J. Alroy	CC BY	Aves	Avetheropoda	Gaviidae		Gavia		immer					2018	34	-118	35.81	-102.25	0.12600	0.01170	0.06885
20639	J. Alroy	CC BY	Aves	Avetheropoda	Emberizidae		Sturnella		negecta					2018	34	-118	35.81	-102.25	0.12600	0.01170	0.06885
20639	J. Alroy	CC BY	Aves	Avetheropoda	Procellariidae		Puffinus		opisthomelas					2018	34	-118	35.81	-102.25	0.12600	0.01170	0.06885
20639	J. Alroy	CC BY	Aves	Avetheropoda	Anatidae		Branta		canadensis					2018	34	-118	35.81	-102.25	0.12600	0.01170	0.06885
20646	J. Alroy	CC BY	Aves	Avetheropoda	Gaviidae		Gavia		sp.					2018	34.0	-118.2	33.95	-117.88	0.12600	0.01170	0.06885
20646	J. Alroy	CC BY	Aves	Avetheropoda	Anatidae		Chendytes		lawi					2018	34.0	-118.2	33.95	-117.88	0.12600	0.01170	0.06885
21340	A. Behrensmeyer		Aves	Avetheropoda	Struthionidae		Struthio		sp.					4655	-0.225	35.3420	-0.96	33.89	13.82000	11.62000	12.72
21709	A. Behrensmeyer	CC BY	Aves	Avetheropoda	Struthionidae		Struthio		australis					37332	-33.6667	18.4333	-33.67	18.43	0.12600	0.01170	0.06885
21711	A. Behrensmeyer	CC BY	Aves	Avetheropoda	Struthionidae		Struthio		australis					4809	-33.1167	18.2333	-33.15	18.12	2.58800	0.00000	1.294
21713	A. Behrensmeyer		Aves	Avetheropoda	Spheniscidae		Spheniscus	n. sp.	predmersus					4809	-32.9667	18.1500	-33.07	17.81	3.60000	2.58800	3.094
21798	A. Behrensmeyer		Aves	Avetheropoda	Phasianidae		Francolinus		sp.					4451	-3.2153	35.2083	-3.37	34.90	3.60000	2.58800	3.094
21798	A. Behrensmeyer		Aves	Avetheropoda	Phasianidae		Numida		sp.					4451	-3.2153	35.2083	-3.37	34.90	3.60000	2.58800	3.094
21799	A. Behrensmeyer		Aves	Avetheropoda	Phasianidae		Numida		sp.					4451	-3.2097	35.2083	-3.36	34.90	3.60000	2.58800	3.094
21800	A. Behrensmeyer		Aves	Avetheropoda	Phasianidae		Francolinus		sp.					4451	-3.125	35.2028	-3.28	34.90	3.60000	2.58800	3.094
21802	A. Behrensmeyer		Aves	Avetheropoda	Phasianidae		Numida		sp.					4451	-3.2014	35.2167	-3.35	34.91	3.60000	2.58800	3.094
21804	A. Behrensmeyer		Aves	Avetheropoda	Phasianidae		Francolinus		sp.					4451	-3.2181	35.2111	-3.32	35.01	2.58800	1.80600	2.197
21804	A. Behrensmeyer		Aves	Avetheropoda	Phasianidae		Numida		sp.					4451	-3.2181	35.2111	-3.32	35.01	2.58800	1.80600	2.197
21804	A. Behrensmeyer		Aves	Avetheropoda	Columbidae		Streptopelia		sp.					4451	-3.2181	35.2111	-3.32	35.01	2.58800	1.80600	2.197
21805	A. Behrensmeyer		Aves	Avetheropoda	Phasianidae		Francolinus		sp.					4451	-3.2097	35.1931	-3.31	34.99	2.58800	1.80600	2.197
21806	A. Behrensmeyer		Aves	Avetheropoda	Phasianidae		Francolinus		sp.					4451	-3.2486	35.2014	-3.40	34.89	3.60000	2.58800	3.094
21806	A. Behrensmeyer		Aves	Avetheropoda	Phasianidae		Numida		sp.					4451	-3.2486	35.2014	-3.40	34.89	3.60000	2.58800	3.094
21806	A. Behrensmeyer		Aves	Avetheropoda	Phasianidae		Francolinus		sp.					4451	-3.2486	35.2014	-3.40	34.89	3.60000	2.58800	3.094
21810	A. Behrensmeyer		Aves	Avetheropoda	Phasianidae		Francolinus		sp.					4451	-3.2514	35.1958	-3.40	34.89	3.60000	2.58800	3.094
21810	A. Behrensmeyer		Aves	Avetheropoda	Columbidae		Streptopelia		sp.					4451	-3.2514	35.1958	-3.40	34.89	3.60000	2.58800	3.094
21811	A. Behrensmeyer		Aves	Avetheropoda	Phasianidae		Francolinus		sp.					4451	-3.2125	35.2139	-3.37	34.91	3.60000	2.58800	3.094
21825	A. Behrensmeyer		Aves	Avetheropoda	Struthionidae		Struthio		sp.					4892	-26.167	27.7208	-26.21	27.62	2.58800	0.01170	1.29985
21826	A. Behrensmeyer		Aves	Avetheropoda	Phasianidae	cf.	Numida		sp.					4868	-26.167	27.7208	-26.29	27.42	5.33300	0.01170	2.67235
21829	A. Behrensmeyer		Aves	Avetheropoda	Struthionidae		Struthio		sp.					4895	-26.167	27.7208	-26.21	27.62	2.58800	0.01170	1.29985
21830	A. Behrensmeyer		Aves	Avetheropoda	Accipitridae		Aegypius		sp.		Torgos		sp.	4451	-3.2042	35.2069	-3.41	34.80	5.33300	2.58800	3.9605
21830	A. Behrensmeyer		Aves	Avetheropoda	Phasianidae		Francolinus		sp.					4451	-3.2042	35.2069	-3.41	34.80	5.33300	2.58800	3.9605
21830	A. Behrensmeyer		Aves	Avetheropoda	Phasianidae		Numida		sp.					4451	-3.2042	35.2069	-3.41	34.80	5.33300	2.58800	3.9605
21831	A. Behrensmeyer		Aves	Avetheropoda	Phasianidae		Francolinus		sp.					4451	-3.2111	35.2028	-3.36	34.90	3.60000	2.58800	3.094
21831	A. Behrensmeyer		Aves	Avetheropoda	Phasianidae		Numida		sp.					4451	-3.2111	35.2028	-3.36	34.90	3.60000	2.58800	3.094
21831	A. Behrensmeyer		Aves	Avetheropoda	Strigidae		Bubo		sp.					4451	-3.2111	35.2028	-3.36	34.90	3.60000	2.58800	3.094
21858	A. Behrensmeyer		Aves	Avetheropoda	Struthionidae		Struthio		camelus					5213	-27.6167	24.6333	-27.62	24.63	0.01170	0.00000	0.00585
21861	A. Behrensmeyer		Aves	Avetheropoda	Struthionidae		Struthio		camelus					5214	-28.6667	25.5500	-28.67	25.55	0.01170	0.00000	0.00585
21872	A. Behrensmeyer		Aves	Avetheropoda	Struthionidae		Struthio		camelus					5220	15.2500	36.2500	15.20	36.18	2.58800	0.00000	1.294
21878	A. Behrensmeyer		Aves	Avetheropoda	Struthionidae		Struthio		camelus					5222	25.8000	29.833	25.80	29.83	0.01170	0.00000	0.00585
21886	A. Behrensmeyer		Aves	Ardeiformes	Ardeidae		Ardea		cinerea					5209	24.7667	32.9500	24.72	32.89	2.58800	0.01170	1.29985
21886	A. Behrensmeyer		Aves	Avetheropoda			Anas		crecca					5209	24.7667	32.9500	24.72	32.89	2.58800	0.01170	1.29985
21886	A. Behrensmeyer		Aves	Avetheropoda			Anas		acuta					5209	24.7667	32.9500	24.72	32.89	2.58800	0.01170	1.29985
21888	A. Behrensmeyer		Aves	Avetheropoda			Anas		crecca					5224	24.4333	32.9500	24.39	32.89	2.58800	0.01170	1.29985
21888	A. Behrensmeyer		Aves	Ardeiformes	Ardeidae		Ardea		cinerea					5224	24.4333	32.9500	24.39	32.89	2.58800	0.01170	1.29985
21888	A. Behrensmeyer		Aves	Avetheropoda	Anatidae		Branta		bernicla					5224	24.4333	32.9500	24.39	32.89	2.58800	0.01170	1.29985
21888	A. Behrensmeyer		Aves	Avetheropoda	Anatidae		Aythya		ferina					5224	24.4333	32.9500	24.39	32.89	2.58800	0.01170	1.29985
21888	A. Behrensmeyer		Aves	Avetheropoda	Falconidae		Milvus		migrans					5224	24.4333	32.9500	24.39	32.89	2.58800	0.01170	1.29985
21888	A. Behrensmeyer		Aves	Avetheropoda	Phoenicopteridae		Phoenicopterus		antiquorum					5224	24.4333	32.9500	24.39	32.89	2.58800	0.01170	1.29985
21888	A. Behrensmeyer		Aves	Avetheropoda	Anatidae		Tadorna		ferruginea					5224	24.4333	32.9500	24.39	32.89	2.58800	0.01170	1.29985
21888	A. Behrensmeyer		Aves	Avetheropoda	Anatidae		Mergus		merganser					5224	24.4333	32.9500	24.39	32.89	2.58800	0.01170	1.29985
21888	A. Behrensmeyer		Aves	Avetheropoda	Pandionidae		Pandion		haliaetus					5224	24.4333	32.9500	24.39	32.89	2.58800	0.01170	1.29985
21888	A. Behrensmeyer		Aves	Avetheropoda			Anas		acuta					5224	24.4333	32.9500	24.39	32.89	2.58800	0.01170	1.29985
21888	A. Behrensmeyer		Aves	Avetheropoda	Anatidae		Anser		albifrons					5224	24.4333	32.9500	24.39	32.89	2.58800	0.01170	1.29985
21888	A. Behrensmeyer		Aves	Avetheropoda			Anas		platyrhynchos					5224	24.4333	32.9500	24.39	32.89	2.58800	0.01170	1.29985
21888	A. Behrensmeyer		Aves	Avetheropoda	Anatidae		Mergus		serrator					5224	24.4333	32.9500	24.39	32.89	2.58800	0.01170	1.29985
21888	A. Behrensmeyer		Aves	Avetheropoda	Scolopacidae		Numenius		arquatus					5224	24.4333	32.9500	24.39	32.89	2.58800	0.01170	1.29985
21888	A. Behrensmeyer		Aves	Avetheropoda	Scolopacidae		Numenius		arquata					5224	24.4333	32.9500	24.39	32.89	2.58800	0.01170	1.29985
21888	A. Behrensmeyer		Aves	Avetheropoda	Phalacrocoracidae		Phalacrocorax		carbo					5224	24.4333	32.9500	24.39	32.89	2.58800	0.01170	1.29985
21888	A. Behrensmeyer		Aves	Avetheropoda	Anatidae		Anser		fabalis					5224	24.4333	32.9500	24.39	32.89	2.58800	0.01170	1.29985
21888	A. Behrensmeyer		Aves	Avetheropoda			Anas		penelope					5224	24.4333	32.9500	24.39	32.89	2.58800	0.01170	1.29985
21888	A. Behrensmeyer		Aves	Avetheropoda	Anatidae		Mergus		albellus					5224	24.4333	32.9500	24.39	32.89	2.58800	0.01170	1.29985
21890	A. Behrensmeyer		Aves	Avetheropoda	Accipitridae		Aquila		chrysaetos					5209	24.7667	32.9500	24.72	32.89	2.58800	0.01170	1.29985
21892	A. Behrensmeyer		Aves	Avetheropoda			Anas		platyrhynchos					5224	24.7667	32.9500	24.72	32.89	2.58800	0.01170	1.29985
21892	A. Behrensmeyer		Aves	Avetheropoda	Gruidae		Grus		grus					5224	24.7667	32.9500	24.72	32.89	2.58800	0.01170	1.29985
21896	A. Behrensmeyer		Aves	Avetheropoda	Struthionidae		Struthio		camelus					5227	-28.2056	23.333	-28.21	23.33	0.01170	0.00000	0.00585
21902	A. Behrensmeyer		Aves	Avetheropoda	Struthionidae		Struthio		camelus					5230	16.2500	33.7500	16.25	33.75	0.01170	0.00000	0.00585
21902	A. Behrensmeyer		Aves	Avetheropoda	Phasianidae		Numida		meleagris					5230	16.2500	33.7500	16.25	33.75	0.01170	0.00000	0.00585
21902	A. Behrensmeyer		Aves	Avetheropoda	Corvidae		Corvus		sp.					5230	16.2500	33.7500	16.25	33.75	0.01170	0.00000	0.00585
21903	A. Behrensmeyer		Aves	Avetheropoda	Phasianidae		Numida		meleagris					5230	16.2500	33.7500	16.25	33.75	0.01170	0.00000	0.00585
21903	A. Behrensmeyer		Aves	Avetheropoda	Columbidae		Streptopelia		sp.					5230	16.2500	33.7500	16.25	33.75	0.01170	0.00000	0.00585
21903	A. Behrensmeyer		Aves	Avetheropoda	Pelecanidae		Pelecanus		sp.					5230	16.2500	33.7500	16.25	33.75	0.01170	0.00000	0.00585
21903	A. Behrensmeyer		Aves	Avetheropoda	Phasianidae		Francolinus		clappertoni					5230	16.2500	33.7500	16.25	33.75	0.01170	0.00000	0.00585
21903	A. Behrensmeyer		Aves	Avetheropoda	Struthionidae		Struthio		camelus					5230	16.2500	33.7500	16.25	33.75	0.01170	0.00000	0.00585
21904	A. Behrensmeyer		Aves	Avetheropoda	Phasianidae		Numida		meleagris					5230	16.2500	33.7500	16.25	33.75	0.01170	0.00000	0.00585
21904	A. Behrensmeyer		Aves	Avetheropoda	Struthionidae		Struthio		camelus					5230	16.2500	33.7500	16.25	33.75	0.01170	0.00000	0.00585
21907	A. Behrensmeyer		Aves	Avetheropoda	Struthionidae		Struthio		camelus					5221	23.0	25.5000	23.00	25.50	0.01170	0.00000	0.00585
21914	A. Behrensmeyer		Aves	Avetheropoda	Struthionidae		Struthio		camelus					5213	-27.6167	24.6333	-27.66	24.53	0.01170	0.00000	0.00585
21920	A. Behrensmeyer		Aves	Avetheropoda	Struthionidae		Struthio		camelus					5213	-27.6167	24.6333	-27.66	24.53	2.58800	0.01170	1.29985
21931	A. Behrensmeyer		Aves	Avetheropoda	Struthionidae		Struthio		camelus					5241	-34.833	18.6833	-34.87	18.57	2.58800	0.01170	1.29985
21950	A. Behrensmeyer		Aves	Avetheropoda	Struthionidae		Struthio		camelus					5249	-33.5111	21.8667	-33.55	21.76	2.58800	0.00000	1.294
21953	A. Behrensmeyer		Aves	Avetheropoda	Struthionidae		Struthio		camelus					5252	-33	18.0	-33.03	17.89	2.58800	0.01170	1.29985
21953	A. Behrensmeyer		Aves	Avetheropoda	Phasianidae		Francolinus		sp.					5252	-33	18.0	-33.03	17.89	2.58800	0.01170	1.29985
21958	A. Behrensmeyer		Aves	Avetheropoda	Struthionidae		Struthio		camelus					5230	16.2500	33.7500	16.25	33.75	0.01170	0.00000	0.00585
21958	A. Behrensmeyer		Aves	Avetheropoda	Phasianidae		Numida		meleagris					5230	16.2500	33.7500	16.25	33.75	0.01170	0.00000	0.00585
21958	A. Behrensmeyer		Aves	Avetheropoda	Corvidae		Corvus		sp.					5230	16.2500	33.7500	16.25	33.75	0.01170	0.00000	0.00585
21969	A. Behrensmeyer		Aves	Avetheropoda	Struthionidae		Struthio		sp.					5275	-2.9861	35.3444	-3.09	35.14	2.58800	0.78100	1.6845
21970	A. Behrensmeyer		Aves	Avetheropoda	Struthionidae		Struthio		sp.					5269	-2.9903	35.3625	-3.04	35.26	1.80600	0.78100	1.2935
21971	A. Behrensmeyer		Aves	Avetheropoda	Struthionidae		Struthio		sp.					4945	-2.9583	35.2875	-3.01	35.18	1.80600	0.78100	1.2935
21973	A. Behrensmeyer		Aves	Avetheropoda	Struthionidae	cf.	Struthio		sp.					4954	-2.9875	35.3458	-3.09	35.14	2.58800	0.78100	1.6845
22041	A. Behrensmeyer		Aves	Avetheropoda	Struthionidae		Struthio		sp.					4478	-2.979	34.3167	-3.03	34.21	1.80600	0.78100	1.2935
22064	A. Behrensmeyer		Aves	Avetheropoda	Struthionidae		Struthio		sp.					4478	-2.979	34.3167	-3.03	34.21	1.80600	0.78100	1.2935
22066	A. Behrensmeyer		Aves	Avetheropoda	Pelecanidae		Pelecanus		rufescens					5321	0.1333	29.6000	0.09	29.52	2.58800	0.00000	1.294
22066	A. Behrensmeyer		Aves	Avetheropoda	Ciconiidae		Mycteria		ibis					5321	0.1333	29.6000	0.09	29.52	2.58800	0.00000	1.294
22066	A. Behrensmeyer		Aves	Avetheropoda	Corvidae		Corvus		albicollis					5321	0.1333	29.6000	0.09	29.52	2.58800	0.00000	1.294
22066	A. Behrensmeyer		Aves	Avetheropoda	Phalacrocoracidae		Phalacrocorax		africanus					5321	0.1333	29.6000	0.09	29.52	2.58800	0.00000	1.294
22066	A. Behrensmeyer		Aves	Avetheropoda			Anas		sp.					5321	0.1333	29.6000	0.09	29.52	2.58800	0.00000	1.294
22066	A. Behrensmeyer		Aves	Avetheropoda	Anhingidae		Anhinga		melanogaster					5321	0.1333	29.6000	0.09	29.52	2.58800	0.00000	1.294
22066	A. Behrensmeyer		Aves	Avetheropoda	Phasianidae		Francolinus		squamata					5321	0.1333	29.6000	0.09	29.52	2.58800	0.00000	1.294
22066	A. Behrensmeyer		Aves	Avetheropoda	Struthionidae		Struthio		camelus					5321	0.1333	29.6000	0.09	29.52	2.58800	0.00000	1.294
22066	A. Behrensmeyer		Aves	Avetheropoda	Phalacrocoracidae		Phalacrocorax		carbo					5321	0.1333	29.6000	0.09	29.52	2.58800	0.00000	1.294
22066	A. Behrensmeyer		Aves	Ardeiformes	Ardeidae		Egretta		alba					5321	0.1333	29.6000	0.09	29.52	2.58800	0.00000	1.294
22066	A. Behrensmeyer		Aves	Avetheropoda	Scolopacidae		Numenius		phaeopus					5321	0.1333	29.6000	0.09	29.52	2.58800	0.00000	1.294
22068	A. Behrensmeyer		Aves	Avetheropoda	Laridae		Larus		fuscus					5320	0.1333	29.6000	0.09	29.52	2.58800	0.00000	1.294
22068	A. Behrensmeyer		Aves	Avetheropoda	Laridae		Larus		cirrhocephalus					5320	0.1333	29.6000	0.09	29.52	2.58800	0.00000	1.294
22068	A. Behrensmeyer		Aves	Avetheropoda	Struthionidae		Struthio		camelus					5320	0.1333	29.6000	0.09	29.52	2.58800	0.00000	1.294
22068	A. Behrensmeyer		Aves	Avetheropoda	Strigidae		Bubo		lacteus					5320	0.1333	29.6000	0.09	29.52	2.58800	0.00000	1.294
22073	A. Behrensmeyer		Aves	Avetheropoda	Phasianidae		Francolinus		lathami					5324	1.2314	29.8231	1.19	29.75	0.01170	0.00000	0.00585
22074	A. Behrensmeyer		Aves	Avetheropoda	Columbidae		Columba		sp.					5325	1.3740	29.8230	1.33	29.75	2.58800	0.00000	1.294
22074	A. Behrensmeyer		Aves	Avetheropoda	Struthionidae		Struthio		camelus					5325	1.3740	29.8230	1.33	29.75	2.58800	0.00000	1.294
22074	A. Behrensmeyer		Aves	Avetheropoda	Phasianidae		Francolinus		sp.					5325	1.3740	29.8230	1.33	29.75	2.58800	0.00000	1.294
22074	A. Behrensmeyer		Aves	Avetheropoda	Caprimulgidae		Caprimulgus		sp.					5325	1.3740	29.8230	1.33	29.75	2.58800	0.00000	1.294
22188	A. Behrensmeyer		Aves	Avetheropoda	Struthionidae		Struthio		camelus					5283	-4.33	33.7667	-4.38	33.67	2.58800	0.00000	1.294
22219	A. Behrensmeyer	CC BY	Aves	Avetheropoda	Spheniscidae		Inguza		predemersus					5419	-32.976	18.1500	-33.25	17.25	11.60800	5.33300	8.4705
22219	A. Behrensmeyer	CC BY	Aves	Avetheropoda	Spheniscidae		Dege		hendeyi					5419	-32.976	18.1500	-33.25	17.25	11.60800	5.33300	8.4705
22220	A. Behrensmeyer		Aves	Avetheropoda	Struthionidae	cf.	Struthio		sp.					5438	-32.976	18.1500	-33.49	16.57	23.03000	2.58800	12.809
22221	A. Behrensmeyer	CC BY	Aves	Avetheropoda	Struthionidae		Struthio		sp.					5401	-32.976	18.1500	-33.11	17.70	5.33300	3.60000	4.4665
22221	A. Behrensmeyer	CC BY	Aves	Avetheropoda	Oceanitidae		Oceanites		zaloscarthmus					5401	-32.976	18.1500	-33.11	17.70	5.33300	3.60000	4.4665
22221	A. Behrensmeyer	CC BY	Aves	Avetheropoda	Procellariidae		Puffinus		sp.					5401	-32.976	18.1500	-33.11	17.70	5.33300	3.60000	4.4665
22221	A. Behrensmeyer	CC BY	Aves	Avetheropoda	Spheniscidae		Dege		hendeyi					5401	-32.976	18.1500	-33.11	17.70	5.33300	3.60000	4.4665
22221	A. Behrensmeyer	CC BY	Aves	Avetheropoda	Coliidae		Colius		hendeyi					5401	-32.976	18.1500	-33.11	17.70	5.33300	3.60000	4.4665
22221	A. Behrensmeyer	CC BY	Aves	Avetheropoda	Spheniscidae		Inguza		predemersus					5401	-32.976	18.1500	-33.11	17.70	5.33300	3.60000	4.4665
22221	A. Behrensmeyer	CC BY	Aves	Avetheropoda	Procellariidae		Pachyptila		salax					5401	-32.976	18.1500	-33.11	17.70	5.33300	3.60000	4.4665
22222	A. Behrensmeyer	CC BY	Aves	Avetheropoda	Struthionidae		Struthio		sp.					5423	-32.976	18.1500	-33.11	17.70	5.33300	3.60000	4.4665
22222	A. Behrensmeyer	CC BY	Aves	Avetheropoda	Spheniscidae		Inguza		predemersus					5423	-32.976	18.1500	-33.11	17.70	5.33300	3.60000	4.4665
22222	A. Behrensmeyer	CC BY	Aves	Avetheropoda	Procellariidae		Pachyptila		sp.					5423	-32.976	18.1500	-33.11	17.70	5.33300	3.60000	4.4665
22222	A. Behrensmeyer	CC BY	Aves	Avetheropoda	Procellariidae		Pachyptila		salax					5423	-32.976	18.1500	-33.11	17.70	5.33300	3.60000	4.4665
22222	A. Behrensmeyer	CC BY	Aves	Avetheropoda	Spheniscidae		Dege		hendeyi					5423	-32.976	18.1500	-33.11	17.70	5.33300	3.60000	4.4665
22222	A. Behrensmeyer	CC BY	Aves	Avetheropoda	Oceanitidae		Oceanites		zaloscarthmus					5423	-32.976	18.1500	-33.11	17.70	5.33300	3.60000	4.4665
22224	A. Behrensmeyer	CC BY	Aves	Avetheropoda	Coliidae		Colius		hendeyi					5408	-32.976	18.1500	-33.49	16.57	23.03000	2.58800	12.809
22227	A. Behrensmeyer	CC BY	Aves	Avetheropoda	Coliidae		Colius		hendeyi					5441	-32.976	18.1500	-33.11	17.70	5.33300	3.60000	4.4665
22227	A. Behrensmeyer	CC BY	Aves	Avetheropoda	Scopidae		Scopus		xenopus					5441	-32.976	18.1500	-33.11	17.70	5.33300	3.60000	4.4665
22227	A. Behrensmeyer	CC BY	Aves	Avetheropoda	Ciconiidae		Ciconia		kahli					5441	-32.976	18.1500	-33.11	17.70	5.33300	3.60000	4.4665
22235	A. Behrensmeyer		Aves	Avetheropoda	Ciconiidae		Leptoptilos		sp.					8636	2.900000	36.050000	2.55	35.30	11.62000	2.58800	7.104
22237	A. Behrensmeyer		Aves	Avetheropoda	Struthionidae	cf.	Struthio		sp.					8636	2.900000	36.050000	2.55	35.30	11.60800	2.58800	7.098
22239	A. Behrensmeyer		Aves	Avetheropoda	Struthionidae	cf.	Struthio		sp.					8636	2.900000	36.050000	2.70	35.62	5.33300	2.58800	3.9605
22241	A. Behrensmeyer		Aves	Avetheropoda	Anhingidae		Anhinga	cf.	rufa					8636	2.900000	36.050000	2.45	35.09	11.62000	7.24600	9.433
22242	A. Behrensmeyer		Aves	Avetheropoda	Ciconiidae		Leptoptilos	cf.	crumeniferus					8636	2.900000	36.050000	2.55	35.30	11.62000	2.58800	7.104
22242	A. Behrensmeyer		Aves	Avetheropoda	Pelecanidae		Pelecanus		sp.					8636	2.900000	36.050000	2.55	35.30	11.62000	2.58800	7.104
22242	A. Behrensmeyer		Aves	Avetheropoda	Anhingidae		Anhinga	cf.	rufa					8636	2.900000	36.050000	2.55	35.30	11.62000	2.58800	7.104
22243	A. Behrensmeyer		Aves	Avetheropoda	Struthionidae	cf.	Struthio		sp.					8636	2.900000	36.050000	2.55	35.30	11.62000	2.58800	7.104
22272	A. Behrensmeyer		Aves	Avetheropoda	Struthionidae		Struthio		sp.					5569	0.5000	36.0	0.45	35.90	2.58800	0.01170	1.29985
22332	A. Behrensmeyer		Aves	Avetheropoda	Struthionidae		Struthio		sp.					5531	-26	27.7500	-26.13	27.45	5.33300	0.01170	2.67235
22333	A. Behrensmeyer		Aves	Avetheropoda	Turnicidae		Turnix		sp.					4884	-26	27.7500	-26.13	27.45	5.33300	0.01170	2.67235
22333	A. Behrensmeyer		Aves	Avetheropoda	Passeridae	cf.	Passer		sp.					4884	-26	27.7500	-26.13	27.45	5.33300	0.01170	2.67235
22333	A. Behrensmeyer		Aves	Avetheropoda	Phasianidae		Francolinus		sp.					4884	-26	27.7500	-26.13	27.45	5.33300	0.01170	2.67235
22333	A. Behrensmeyer		Aves	Avetheropoda	Ploceidae	cf.	Ploceus		sp.					4884	-26	27.7500	-26.13	27.45	5.33300	0.01170	2.67235
22333	A. Behrensmeyer		Aves	Avetheropoda	Phasianidae		Coturnix		sp.					4884	-26	27.7500	-26.13	27.45	5.33300	0.01170	2.67235
22333	A. Behrensmeyer		Aves	Avetheropoda	Tytonidae		Tyto		sp.					4884	-26	27.7500	-26.13	27.45	5.33300	0.01170	2.67235
22334	A. Behrensmeyer		Aves	Avetheropoda	Columbidae	cf.	Columba		sp.					4885	-26	27.7500	-26.13	27.45	5.33300	0.01170	2.67235
22464	A. Behrensmeyer		Aves	Avetheropoda	Struthionidae		Struthio		sp.					4784	-2.989	35.3347	-3.04	35.23	1.80600	0.78100	1.2935
22508	A. Behrensmeyer		Aves	Avetheropoda	Anatidae		Aythya		ferina					5225	24.5000	33.0	24.45	32.94	2.58800	0.01170	1.29985
22508	A. Behrensmeyer		Aves	Avetheropoda			Anas		sp.					5225	24.5000	33.0	24.45	32.94	2.58800	0.01170	1.29985
22508	A. Behrensmeyer		Aves	Avetheropoda	Anatidae		Anser		fabalis					5225	24.5000	33.0	24.45	32.94	2.58800	0.01170	1.29985
22508	A. Behrensmeyer		Aves	Avetheropoda	Anatidae		Mergus		merganser					5225	24.5000	33.0	24.45	32.94	2.58800	0.01170	1.29985
22508	A. Behrensmeyer		Aves	Avetheropoda	Anatidae		Tadorna		ferruginea					5225	24.5000	33.0	24.45	32.94	2.58800	0.01170	1.29985
22508	A. Behrensmeyer		Aves	Avetheropoda	Pandionidae		Pandion		haliaetus					5225	24.5000	33.0	24.45	32.94	2.58800	0.01170	1.29985
22508	A. Behrensmeyer		Aves	Avetheropoda			Anas		acuta					5225	24.5000	33.0	24.45	32.94	2.58800	0.01170	1.29985
