collection_no	collection.authorizer	license	class_name	order_name	family_name	occurrence.genus_reso	occurrence.genus_name	occurrence.species_reso	occurrence.species_name	original.genus_reso	original.genus_name	original.species_reso	original.species_name	collection.reference_no	latdec	lngdec	paleolatdec	paleolngdec	ma_max	ma_min	ma_mid
20359	J. Alroy	CC BY		Salientia	Pelobatidae		Spea		bombifrons		Scaphiopus		bombifrons	2939	37.366667	-105.75	37.37	-105.75	0.78100	0.12600	0.4535
20359	J. Alroy	CC BY		Salientia	Bufonidae		Bufo		cognatus					2939	37.366667	-105.75	37.37	-105.75	0.78100	0.12600	0.4535
20359	J. Alroy	CC BY		Salientia	Ranidae		Rana		sp.					2939	37.366667	-105.75	37.37	-105.75	0.78100	0.12600	0.4535
20359	J. Alroy	CC BY		Salientia	Ranidae		Rana		catesbeiana					2939	37.366667	-105.75	37.37	-105.75	0.78100	0.12600	0.4535
20359	J. Alroy	CC BY			Urodela		Ambystoma		tigrinum					2939	37.366667	-105.75	37.37	-105.75	0.78100	0.12600	0.4535
20359	J. Alroy	CC BY		Salientia	Bufonidae		Bufo		sp.					2939	37.366667	-105.75	37.37	-105.75	0.78100	0.12600	0.4535
20360	J. Alroy	CC BY		Salientia	Ranidae		Rana		catesbeiana					2939	37.366667	-105.75	37.37	-105.75	0.78100	0.12600	0.4535
20360	J. Alroy	CC BY		Salientia	Bufonidae		Bufo		sp.					2939	37.366667	-105.75	37.37	-105.75	0.78100	0.12600	0.4535
20360	J. Alroy	CC BY			Urodela		Ambystoma		tigrinum					2939	37.366667	-105.75	37.37	-105.75	0.78100	0.12600	0.4535
20360	J. Alroy	CC BY			Urodela		Ambystoma		alamosensis		Ambystoma		sp.	2939	37.366667	-105.75	37.37	-105.75	0.78100	0.12600	0.4535
20360	J. Alroy	CC BY		Salientia	Bufonidae		Bufo		cognatus					2939	37.366667	-105.75	37.37	-105.75	0.78100	0.12600	0.4535
20360	J. Alroy	CC BY		Salientia	Pelobatidae		Spea		bombifrons		Scaphiopus		bombifrons	2939	37.366667	-105.75	37.37	-105.75	0.78100	0.12600	0.4535
20360	J. Alroy	CC BY		Salientia	Bufonidae		Bufo		woodhousei					2939	37.366667	-105.75	37.37	-105.75	0.78100	0.12600	0.4535
20360	J. Alroy	CC BY		Salientia	Ranidae		Rana		sp.					2939	37.366667	-105.75	37.37	-105.75	0.78100	0.12600	0.4535
20361	J. Alroy	CC BY			Urodela		Ambystoma		tigrinum					2939	37.366667	-105.75	37.37	-105.75	0.78100	0.12600	0.4535
20361	J. Alroy	CC BY		Salientia	Ranidae		Rana		catesbeiana					2939	37.366667	-105.75	37.37	-105.75	0.78100	0.12600	0.4535
20361	J. Alroy	CC BY		Salientia	Hylidae		Pseudacris		triseriata					2939	37.366667	-105.75	37.37	-105.75	0.78100	0.12600	0.4535
20361	J. Alroy	CC BY		Salientia	Bufonidae		Bufo		sp.					2939	37.366667	-105.75	37.37	-105.75	0.78100	0.12600	0.4535
20361	J. Alroy	CC BY		Salientia	Pelobatidae		Spea		bombifrons		Scaphiopus		bombifrons	2939	37.366667	-105.75	37.37	-105.75	0.78100	0.12600	0.4535
20361	J. Alroy	CC BY		Salientia	Bufonidae		Bufo		cognatus					2939	37.366667	-105.75	37.37	-105.75	0.78100	0.12600	0.4535
20361	J. Alroy	CC BY			Urodela		Ambystoma	n. sp.	alamosensis		Ambystoma		sp.	2939	37.366667	-105.75	37.37	-105.75	0.78100	0.12600	0.4535
20361	J. Alroy	CC BY		Salientia	Ranidae		Rana		sp.					2939	37.366667	-105.75	37.37	-105.75	0.78100	0.12600	0.4535
20361	J. Alroy	CC BY		Salientia	Bufonidae		Bufo		woodhousei					2939	37.366667	-105.75	37.37	-105.75	0.78100	0.12600	0.4535
20362	J. Alroy	CC BY		Salientia	Ranidae		Rana		sp.					2939	37.366667	-105.75	37.37	-105.75	0.78100	0.12600	0.4535
20362	J. Alroy	CC BY			Urodela		Ambystoma		tigrinum					2939	37.366667	-105.75	37.37	-105.75	0.78100	0.12600	0.4535
20363	J. Alroy	CC BY			Urodela		Ambystoma		tigrinum					2939	37.366667	-105.75	37.37	-105.75	0.78100	0.12600	0.4535
20363	J. Alroy	CC BY		Salientia	Ranidae		Rana		sp.					2939	37.366667	-105.75	37.37	-105.75	0.78100	0.12600	0.4535
20367	J. Alroy	CC BY			Urodela		Ambystoma		tigrinum					2939	37.366667	-105.75	37.37	-105.75	0.78100	0.12600	0.4535
20367	J. Alroy	CC BY		Salientia	Pelobatidae		Spea		bombifrons		Scaphiopus		bombifrons	2939	37.366667	-105.75	37.37	-105.75	0.78100	0.12600	0.4535
20368	J. Alroy	CC BY			Urodela		Ambystoma		tigrinum					2939	37.366667	-105.75	37.37	-105.75	0.78100	0.12600	0.4535
20369	J. Alroy	CC BY			Urodela		Ambystoma		tigrinum					2939	37.366667	-105.75	37.37	-105.75	0.78100	0.12600	0.4535
20369	J. Alroy	CC BY		Salientia	Bufonidae		Bufo		sp.					2939	37.366667	-105.75	37.37	-105.75	0.78100	0.12600	0.4535
20369	J. Alroy	CC BY		Salientia	Pelobatidae		Spea		bombifrons		Scaphiopus		bombifrons	2939	37.366667	-105.75	37.37	-105.75	0.78100	0.12600	0.4535
20369	J. Alroy	CC BY		Salientia	Bufonidae		Bufo		cognatus					2939	37.366667	-105.75	37.37	-105.75	0.78100	0.12600	0.4535
20369	J. Alroy	CC BY		Salientia	Ranidae		Rana		sp.					2939	37.366667	-105.75	37.37	-105.75	0.78100	0.12600	0.4535
20369	J. Alroy	CC BY		Salientia	Bufonidae		Bufo		woodhousei					2939	37.366667	-105.75	37.37	-105.75	0.78100	0.12600	0.4535
20369	J. Alroy	CC BY		Salientia	Ranidae		Rana		catesbeiana					2939	37.366667	-105.75	37.37	-105.75	0.78100	0.12600	0.4535
20370	J. Alroy	CC BY		Salientia	Pelobatidae		Spea		bombifrons		Scaphiopus		bombifrons	2939	37.366667	-105.75	37.37	-105.75	0.78100	0.12600	0.4535
20370	J. Alroy	CC BY		Salientia	Bufonidae		Bufo		sp.					2939	37.366667	-105.75	37.37	-105.75	0.78100	0.12600	0.4535
20370	J. Alroy	CC BY		Salientia	Bufonidae		Bufo		cognatus					2939	37.366667	-105.75	37.37	-105.75	0.78100	0.12600	0.4535
20370	J. Alroy	CC BY			Urodela		Ambystoma		tigrinum					2939	37.366667	-105.75	37.37	-105.75	0.78100	0.12600	0.4535
20384	J. Alroy	CC BY		Salientia	Hylidae		Hyla		cinerea					3580	29	-82.68	29.07	-82.06	4.90000	1.80000	3.35
20384	J. Alroy	CC BY		Salientia	Microhylidae		Gastrophryne		carolinensis					3580	29	-82.68	29.07	-82.06	4.90000	1.80000	3.35
20384	J. Alroy	CC BY		Salientia	Pelobatidae		Scaphiopus		holbrooki		Scaphiopus		holbrooki	3580	29	-82.68	29.07	-82.06	4.90000	1.80000	3.35
20384	J. Alroy	CC BY		Salientia	Ranidae		Rana		capito					3580	29	-82.68	29.07	-82.06	4.90000	1.80000	3.35
20384	J. Alroy	CC BY		Salientia	Bufonidae		Bufo	n. sp.	defensor					3580	29	-82.68	29.07	-82.06	4.90000	1.80000	3.35
20384	J. Alroy	CC BY		Salientia	Ranidae		Rana		catesbeiana					3580	29	-82.68	29.07	-82.06	4.90000	1.80000	3.35
20389	J. Alroy	CC BY			Urodela		Ambystoma		tigrinum					2435	45.433333	-99.866667	45.47	-99.64	1.80000	0.30000	1.05
20389	J. Alroy	CC BY		Salientia	Bufonidae		Bufo		woodhousei					2435	45.433333	-99.866667	45.47	-99.64	1.80000	0.30000	1.05
20389	J. Alroy	CC BY		Salientia	Ranidae		Rana		catesbeiana					2435	45.433333	-99.866667	45.47	-99.64	1.80000	0.30000	1.05
20389	J. Alroy	CC BY		Salientia	Ranidae		Rana		sp.					2435	45.433333	-99.866667	45.47	-99.64	1.80000	0.30000	1.05
20389	J. Alroy	CC BY		Salientia	Ranidae		Rana		pipiens					2435	45.433333	-99.866667	45.47	-99.64	1.80000	0.30000	1.05
20389	J. Alroy	CC BY		Salientia	Bufonidae		Bufo		sp.					2435	45.433333	-99.866667	45.47	-99.64	1.80000	0.30000	1.05
20390	J. Alroy	CC BY		Salientia	Ranidae		Rana		pipiens					1912	38.7	-98.1	38.74	-97.88	1.80000	0.30000	1.05
20390	J. Alroy	CC BY		Salientia	Hylidae		Acris		crepitans					1912	38.7	-98.1	38.74	-97.88	1.80000	0.30000	1.05
20390	J. Alroy	CC BY		Salientia	Hylidae		Hyla		versicolor					1912	38.7	-98.1	38.74	-97.88	1.80000	0.30000	1.05
20390	J. Alroy	CC BY		Salientia	Ranidae		Rana		catesbeiana					1912	38.7	-98.1	38.74	-97.88	1.80000	0.30000	1.05
20400	J. Alroy	CC BY			Urodela		Siren		sp.					1960	27.700000	-82.5	27.72	-82.29	1.80000	0.30000	1.05
20400	J. Alroy	CC BY		Salientia	Bufonidae		Bufo		terrestris					1960	27.700000	-82.5	27.72	-82.29	1.80000	0.30000	1.05
20400	J. Alroy	CC BY		Salientia	Ranidae	cf.	Rana		sp.					1960	27.700000	-82.5	27.72	-82.29	1.80000	0.30000	1.05
20423	J. Alroy	CC BY		Salientia	Ranidae		Rana		sp.					1887	37.2	-100.3	37.24	-100.09	1.80000	0.30000	1.05
20427	J. Alroy	CC BY		Salientia	Pelobatidae		Spea		bombifrons		Scaphiopus		bombifrons	1463	37.2	-100.3	37.24	-100.09	1.80000	0.30000	1.05
20427	J. Alroy	CC BY			Urodela		Ambystoma		tigrinum					1463	37.2	-100.3	37.24	-100.09	1.80000	0.30000	1.05
20431	J. Alroy	CC BY		Salientia	Ranidae		Rana		sp.					19234	37.750000	-122.133333	37.69	-121.82	1.80000	0.30000	1.05
20431	J. Alroy	CC BY			Urodela		Taricha		sp.					19234	37.750000	-122.133333	37.69	-121.82	1.80000	0.30000	1.05
20440	J. Alroy	CC BY			Urodela		Siren		sp.					2050	27.8	-82.8	28.08	-79.96	0.30000	0.01200	0.156
20440	J. Alroy	CC BY			Urodela		Notophthalmus		sp.					2050	27.8	-82.8	28.08	-79.96	0.30000	0.01200	0.156
20440	J. Alroy	CC BY		Salientia	Ranidae		Rana		sp.					2050	27.8	-82.8	28.08	-79.96	0.30000	0.01200	0.156
20444	J. Alroy	CC BY			Urodela		Ambystoma	cf.	tigrinum					1298	31.7	-110.8	31.75	-110.60	1.80000	0.30000	1.05
20446	J. Alroy	CC BY			Urodela		Ambystoma	cf.	tigrinum					1298	31.7	-110.8	31.75	-110.60	1.80000	0.30000	1.05
20446	J. Alroy	CC BY		Salientia	Hylidae	cf.	Hyla		sp.					1298	31.7	-110.8	31.75	-110.60	1.80000	0.30000	1.05
20447	J. Alroy	CC BY			Urodela		Ambystoma	cf.	tigrinum					1298	31.7	-110.8	31.75	-110.60	1.80000	0.30000	1.05
20449	J. Alroy	CC BY		Salientia	Hylidae		Hyla		sp.					1298	31.7	-110.8	31.75	-110.60	1.80000	0.30000	1.05
20491	J. Alroy	CC BY			Urodela		Siren		lacertina					3580	29.1	-82.3	29.28	-80.63	0.30000	0.01200	0.156
20491	J. Alroy	CC BY		Salientia	Bufonidae		Bufo		terrestris					3580	29.1	-82.3	29.28	-80.63	0.30000	0.01200	0.156
20491	J. Alroy	CC BY			Urodela		Pseudobranchus		robustus					3580	29.1	-82.3	29.28	-80.63	0.30000	0.01200	0.156
20491	J. Alroy	CC BY		Salientia	Microhylidae		Gastrophryne		carolinensis					3580	29.1	-82.3	29.28	-80.63	0.30000	0.01200	0.156
20491	J. Alroy	CC BY		Salientia	Ranidae		Rana		pipiens					3580	29.1	-82.3	29.28	-80.63	0.30000	0.01200	0.156
20491	J. Alroy	CC BY		Salientia	Pelobatidae		Scaphiopus		holbrookii					3580	29.1	-82.3	29.28	-80.63	0.30000	0.01200	0.156
20491	J. Alroy	CC BY		Salientia	Bufonidae		Bufo		quercicus					3580	29.1	-82.3	29.28	-80.63	0.30000	0.01200	0.156
20495	J. Alroy	CC BY		Salientia	Bufonidae		Bufo		sp.					19165	29.683333	-109.65	29.68	-109.65	0.30000	0.01200	0.156
20495	J. Alroy	CC BY		Salientia	Ranidae		Rana		sp.					19165	29.683333	-109.65	29.68	-109.65	0.30000	0.01200	0.156
20516	J. Alroy	CC BY			Urodela		Ambystoma		tigrinum					3099	38.3	-97.6	38.34	-97.39	1.80000	0.30000	1.05
20516	J. Alroy	CC BY		Salientia	Bufonidae		Bufo		sp.					3099	38.3	-97.6	38.34	-97.39	1.80000	0.30000	1.05
20516	J. Alroy	CC BY		Salientia	Ranidae		Rana		pipiens					3099	38.3	-97.6	38.34	-97.39	1.80000	0.30000	1.05
20516	J. Alroy	CC BY		Salientia	Pelobatidae		Spea		bombifrons		Scaphiopus		bombifrons	3099	38.3	-97.6	38.34	-97.39	1.80000	0.30000	1.05
20516	J. Alroy	CC BY		Salientia	Hylidae		Pseudacris		triseriata					3099	38.3	-97.6	38.34	-97.39	1.80000	0.30000	1.05
20516	J. Alroy	CC BY		Salientia	Bufonidae		Bufo		cognatus					3099	38.3	-97.6	38.34	-97.39	1.80000	0.30000	1.05
20516	J. Alroy	CC BY		Salientia	Bufonidae		Bufo		woodhousei					3099	38.3	-97.6	38.34	-97.39	1.80000	0.30000	1.05
20530	J. Alroy	CC BY		Salientia	Bufonidae		Bufo		cognatus					1304	33.7	-101.9	33.74	-101.69	1.80000	0.30000	1.05
20530	J. Alroy	CC BY		Salientia	Ranidae		Rana		pipiens					1304	33.7	-101.9	33.74	-101.69	1.80000	0.30000	1.05
20530	J. Alroy	CC BY		Salientia	Bufonidae		Bufo		woodhousei					1304	33.7	-101.9	33.74	-101.69	1.80000	0.30000	1.05
20530	J. Alroy	CC BY		Salientia	Hylidae		Acris		crepitans					1304	33.7	-101.9	33.74	-101.69	1.80000	0.30000	1.05
20530	J. Alroy	CC BY			Urodela		Ambystoma		tigrinum					1304	33.7	-101.9	33.74	-101.69	1.80000	0.30000	1.05
20530	J. Alroy	CC BY		Salientia	Hylidae		Pseudacris		clarki					1304	33.7	-101.9	33.74	-101.69	1.80000	0.30000	1.05
20560	J. Alroy	CC BY		Salientia	Hylidae		Acris	cf.	crepitans					1899	33.75	-99.5	33.79	-99.29	1.80000	0.30000	1.05
20573	J. Alroy	CC BY			Urodela		Notophthalmus		viridescens					3580	29.600000	-82.416667	29.60	-82.42	0.12600	0.01170	0.06885
20573	J. Alroy	CC BY		Salientia	Ranidae		Rana		pipiens					3580	29.600000	-82.416667	29.60	-82.42	0.12600	0.01170	0.06885
20573	J. Alroy	CC BY		Salientia	Hylidae		Pseudacris		ornata					3580	29.600000	-82.416667	29.60	-82.42	0.12600	0.01170	0.06885
20573	J. Alroy	CC BY			Urodela		Necturus		sp.					3580	29.600000	-82.416667	29.60	-82.42	0.12600	0.01170	0.06885
20573	J. Alroy	CC BY		Salientia	Ranidae		Rana		catesbeiana					3580	29.600000	-82.416667	29.60	-82.42	0.12600	0.01170	0.06885
20573	J. Alroy	CC BY		Salientia	Hylidae		Hyla		cinerea					3580	29.600000	-82.416667	29.60	-82.42	0.12600	0.01170	0.06885
20573	J. Alroy	CC BY			Urodela		Siren		lacertina					3580	29.600000	-82.416667	29.60	-82.42	0.12600	0.01170	0.06885
20573	J. Alroy	CC BY		Salientia	Pelobatidae		Scaphiopus		holbrookii					3580	29.600000	-82.416667	29.60	-82.42	0.12600	0.01170	0.06885
20573	J. Alroy	CC BY		Salientia	Bufonidae		Bufo		terrestris					3580	29.600000	-82.416667	29.60	-82.42	0.12600	0.01170	0.06885
20573	J. Alroy	CC BY		Salientia	Hylidae		Hyla		gratiosa					3580	29.600000	-82.416667	29.60	-82.42	0.12600	0.01170	0.06885
20573	J. Alroy	CC BY			Urodela		Pseudobranchus	cf.	robustus					3580	29.600000	-82.416667	29.60	-82.42	0.12600	0.01170	0.06885
20573	J. Alroy	CC BY		Salientia	Microhylidae		Gastrophryne		carolinensis					3580	29.600000	-82.416667	29.60	-82.42	0.12600	0.01170	0.06885
20573	J. Alroy	CC BY		Salientia	Hylidae		Acris	cf.	gryllus					3580	29.600000	-82.416667	29.60	-82.42	0.12600	0.01170	0.06885
20573	J. Alroy	CC BY		Salientia	Hylidae		Hyla	n. sp.	baderi					3580	29.600000	-82.416667	29.60	-82.42	0.12600	0.01170	0.06885
20573	J. Alroy	CC BY			Urodela		Ambystoma		tigrinum					3580	29.600000	-82.416667	29.60	-82.42	0.12600	0.01170	0.06885
20593	J. Alroy	CC BY			Urodela		Pseudobranchus	n. sp.	robustus					3567	29.8	-82.1	29.82	-81.89	0.12600	0.01170	0.06885
20593	J. Alroy	CC BY			Urodela		Siren		lacertina					3567	29.8	-82.1	29.82	-81.89	0.12600	0.01170	0.06885
20604	J. Alroy	CC BY			Urodela		Notophthalmus		viridescens					1962	31.983333	-81.066667	31.98	-81.07	0.12600	0.01170	0.06885
20604	J. Alroy	CC BY		Salientia	Ranidae		Rana		catesbiana					1962	31.983333	-81.066667	31.98	-81.07	0.12600	0.01170	0.06885
20604	J. Alroy	CC BY			Urodela		Amphiuma		sp.		Amphiuma		means	1962	31.983333	-81.066667	31.98	-81.07	0.12600	0.01170	0.06885
20604	J. Alroy	CC BY			Urodela		Ambystoma	cf.	maculatum					1962	31.983333	-81.066667	31.98	-81.07	0.12600	0.01170	0.06885
20604	J. Alroy	CC BY		Salientia	Bufonidae		Bufo		sp.					1962	31.983333	-81.066667	31.98	-81.07	0.12600	0.01170	0.06885
20604	J. Alroy	CC BY			Urodela		Siren	cf.	intermedia					1962	31.983333	-81.066667	31.98	-81.07	0.12600	0.01170	0.06885
20604	J. Alroy	CC BY		Salientia	Hylidae		Pseudacris		ornata					1962	31.983333	-81.066667	31.98	-81.07	0.12600	0.01170	0.06885
20605	J. Alroy	CC BY		Salientia	Hylidae		Pseudacris		triseriata	?	Acris		sp.	1907	37.2	-100.3	37.24	-100.09	0.12600	0.01170	0.06885
20605	J. Alroy	CC BY		Salientia	Ranidae		Rana		catesbeiana					1907	37.2	-100.3	37.24	-100.09	0.12600	0.01170	0.06885
20605	J. Alroy	CC BY			Urodela		Ambystoma		sp.					1907	37.2	-100.3	37.24	-100.09	0.12600	0.01170	0.06885
20605	J. Alroy	CC BY		Salientia	Ranidae		Rana		pipiens					1907	37.2	-100.3	37.24	-100.09	0.12600	0.01170	0.06885
20605	J. Alroy	CC BY		Salientia	Pelobatidae		Spea		bombifrons		Scaphiopus		bombifrons	1907	37.2	-100.3	37.24	-100.09	0.12600	0.01170	0.06885
20605	J. Alroy	CC BY		Salientia	Bufonidae		Bufo		woodhousei					1907	37.2	-100.3	37.24	-100.09	0.12600	0.01170	0.06885
20638	J. Alroy	CC BY			Urodela		Plethodon		glutinosus					3567	28.8	-82.2	28.82	-81.99	0.12600	0.01170	0.06885
20638	J. Alroy	CC BY		Salientia	Microhylidae		Gastrophryne		carolinensis		Microhyla		carolinensis	3567	28.8	-82.2	28.82	-81.99	0.12600	0.01170	0.06885
20638	J. Alroy	CC BY		Salientia	Pelobatidae		Scaphiopus		holbrooki		Scaphiopus		holbrooki	3567	28.8	-82.2	28.82	-81.99	0.12600	0.01170	0.06885
20638	J. Alroy	CC BY		Salientia	Ranidae		Rana		pipiens					3567	28.8	-82.2	28.82	-81.99	0.12600	0.01170	0.06885
20639	J. Alroy	CC BY		Salientia	Bufonidae		Bufo		sp.					2018	34	-118	35.81	-102.25	0.12600	0.01170	0.06885
20639	J. Alroy	CC BY		Salientia	Ranidae	cf.	Rana		sp.					2018	34	-118	35.81	-102.25	0.12600	0.01170	0.06885
20639	J. Alroy	CC BY		Salientia	Ranidae		Rana		sp.					2018	34	-118	35.81	-102.25	0.12600	0.01170	0.06885
20639	J. Alroy	CC BY			Urodela		Taricha		sp.					2018	34	-118	35.81	-102.25	0.12600	0.01170	0.06885
20650	J. Alroy	CC BY		Salientia	Hylidae		Hyla		sp.					3567	29.4	-82.6	29.42	-82.39	0.12600	0.01170	0.06885
20650	J. Alroy	CC BY			Urodela		Ambystoma		sp.					3567	29.4	-82.6	29.42	-82.39	0.12600	0.01170	0.06885
20650	J. Alroy	CC BY		Salientia	Ranidae		Rana		sp.					3567	29.4	-82.6	29.42	-82.39	0.12600	0.01170	0.06885
