Name_sp	alt_mean	alt_min	alt_max	latitude_mean	latitude_min	latitude_max	mean_temp	min_temp	max_temp
Coronella girondica	686.317897371715	-1	2658	40.5518231028037	31.20583	45.84174	129.173208722741	59	185
Corytophanes hernandesii	260.75	12	1100	17.6090292088617	16.55707	18.6006687847769	249.5	223	262
Corytophanes percarinatus	1057.75	174	1858	14.6278325	13.86667	15.378	212.5	158	244
Crisantophis nevermanni	63.875	4	155	10.4305261357056	10.2800021909988	10.65708	265.625	257	269
Crocodilurus amazonicus	65.5	17	91	1.52398333333333	-2.43333	5.35556	270.833333333333	260	283
Crotalus adamanteus	23.4	3	88	29.1314437210496	24.6919	33.4042999991324	210.76	175	248
Crotalus aquilus	1999.66666666667	906	2677	20.9300566664573	20.83216	21.11995	165.333333333333	141	206
Crotalus atrox	902.580576307364	-69	2600	31.5994840371948	22.7404602874567	36.6546693787606	176.072572038421	70	251
Crotalus basiliscus	222.731707317073	2	1859	23.09414609939	19.117287372391	25.5603149010125	245.609756097561	172	260
Crotalus catalinensis	45	45	45	25.6600171353768	25.63806	25.6946185422442	238	238	238
Crotalus cerastes	545.72030651341	-75	1661	34.1451716835324	28.8301730839424	37.1165799990918	196.446564885496	108	238
Crotalus durissus	295.27149321267	-1	2227	-5.65661203297954	-33.8053	21.335	230	141	282
Crotalus enyo	249.34126984127	-2	829	26.5313269124193	22.8882099993233	30.841669999169	211.174603174603	167	242
Crotalus horridus	378.299363057325	2	1231	37.7795985849666	28.8316	44.5339199990569	121.882165605096	61	210
Crotalus intermedius	2171.33333333333	1260	3002	17.7907374949109	17.1274050933899	20.1405863690791	166.266666666667	120	222
Crotalus lepidus	1492.37692307692	331	2845	30.5672225953035	21.7105004639986	34.15	154.569230769231	72	214
Crotalus molossus	1496.51356589147	31	3035	30.8858871892795	18.3006761839173	36.2736799990997	151.941860465116	70	246
Crotalus oreganus	836.933184855234	8	2763	37.7347437018056	30.4667625716563	50.2640199990729	127.099557522124	30	196
Crotalus polystictus	2050.16666666667	1527	2253	19.8401751640116	19.2906244936005	20.2319999993871	169.5	160	197
Crotalus pricei	2353.01449275362	1307	2826	28.8587583582518	22.6204558911796	32.71913	116.913043478261	79	174
Crotalus pusillus	1037	993	1081	19.4506026281454	19.4406030985331	19.4606021577577	222	216	228
Crotalus ruber	358.082706766917	2	2974	30.8941373397101	22.8882099993233	34.0917564709639	184.661111111111	57	245
Crotalus scutulatus	1109.27042253521	70	2513	31.9835809263281	18.3	37.5008121027452	172.925352112676	112	232
Crotalus tigris	693.567567567568	14	2331	30.8662208612864	27.070251561477	33.83284	205.635135135135	120	255
Crotalus triseriatus	2844.47058823529	1081	5070	19.3530714012664	18.92119	20.3043	121.627450980392	21	217
Crotalus viridis	1397.6814159292	335	2454	36.5139815021524	30.26993	50.95	118.041297935103	32	180
Crotalus willardi	1987.46153846154	1106	2572	29.7823687067349	23.8004016777377	31.7349	134.846153846154	108	182
Crotaphytus collaris	868.007407407407	161	2432	34.448482207812	25.62033	39.4372	148.80987654321	43	223
Crotaphytus insularis	191.444444444444	22	312	29.2416525719873	29.05039	29.4129731503014	208.666666666667	201	215
Crotaphytus nebrius	525.909090909091	2	1152	30.6265163122954	27.9166699992188	32.83254	214.772727272727	192	248
Crotaphytus reticulatus	213.2	80	376	27.6990065551422	25.5203532829265	28.7193896588842	221.533333333333	215	232
Crotaphytus vestigium	531.6625	22	2711	30.8890161905123	26.0873975850308	33.83031	184.05	81	230
Cryptelytrops albolabris	349.93137254902	9	1977	21.378073592233	10.15861	27.51014	240.990291262136	139	275
Cryptoblepharus novaeguineae	44	44	44	-9.44248252866603	-9.44248252866603	-9.44248252866603	267	267	267
Cryptoblepharus novocaledonicus	63.7142857142857	5	187	-20.8947577777778	-22.25	-19.7236	230.888888888889	223	235
Ctenophorus maculosus	7.41935483870968	-13	66	-29.388464516129	-31.04193	-28.40312	210.677419354839	198	218
Ctenophorus nuchalis	320.342744817727	-12	966	-25.0540182571059	-32.8268900307498	-17.45	223.495714285714	174	280
Ctenophorus ornatus	344.453125	156	490	-31.029984375	-32.73333	-29.1333	180.2734375	159	200
Ctenophorus tjantjalka	274.708333333333	215	465	-28.039385	-28.75047	-26.98721	206.916666666667	202	212
Ctenosaura palearis	520	520	520	14.85417	14.85417	14.85417	241	241	241
Ctenosaura similis	129.259259259259	-1	1502	16.3717428966485	8.48333	21.592	257.633858267717	182	280
Ctenotus allotropis	250.161290322581	132	578	-31.0553777633917	-32.3842500300844	-27.98	181.951612903226	158	204
Ctenotus burbidgei	93	93	93	-14.60824	-14.60824	-14.60824	272	272	272
Ctenotus gemmula	107.606741573034	0	369	-33.08306	-34.13333	-30.5744	171.202247191011	156	186
Ctenotus helenae	415.25027203482	5	971	-22.6950579570469	-27.25	-19.083	244.556039173014	196	276
Ctenotus inornatus	150.530101641908	2	617	-15.0417156756519	-19.33333	-11.8251	271.179069767442	254	294
Ctenotus leonhardii	493.476014760148	36	947	-25.588844569254	-30.03917	-20.6152200113261	211.210332103321	182	249
Cyclocorus lineatus	549.629032258065	0	1307	10.5412296825397	9.1329	15.31311	245.952380952381	193	278
Cyclodomorphus celatus	40.6379310344828	0	193	-29.2269019444444	-32.03333	-24.1383	198.338888888889	184	226
Cyclophiops major	463.9	10	2322	24.2384545	21.52399	29.809	196.4	131	243
Cyclophiops multicinctus	247.333333333333	21	443	18.3299666666667	15.6477	23.0696	235.333333333333	210	254
Cylindrophis ruffus	190.405405405405	2	1325	11.4501483783784	-7.5	25.38	257.945945945946	208	280
Cyrtodactylus annulatus	528	7	1885	9.18690551020408	6.60713	10.9493	244.714285714286	181	271
Cyrtodactylus ayeyarwadyensis	320.666666666667	126	651	17.7380166666667	17.584	17.89997	250.666666666667	238	260
Cyrtodactylus louisiadensis	184	120	258	-10.935075	-11.4961	-9.266	257.25	255	258
Cyrtodactylus philippinicus	206.7	2	972	13.1003035	11.8718	15.31311	255.3	193	275
Cyrtopodion scabrum	666.78125	6	1765	31.1529866666667	25.25633	37.159	214.242424242424	125	272
Darevskia armeniaca	1708.83333333333	1337	2068	40.7455333333333	40.515	41.5	52.3333333333333	32	75
Darevskia brauneri	262.8	14	839	44.047456	43.58333	44.73204	120.6	88	143
Darevskia caucasica	1749.66666666667	1346	2030	42.3947466666667	42.37915	42.4159	32	26	38
Darevskia daghestanica	2163.5	2158	2169	42.188	42.026	42.35	31.5	21	42
Darevskia derjugini	1088.33333333333	947	1233	42.539	41.907	43.8	68.6666666666667	68	70
Darevskia mixta	1016	947	1085	41.9085	41.907	41.91	68	68	68
Darevskia parvula	538.333333333333	373	679	41.4814433333333	41.36033	41.684	111.333333333333	104	115
Darevskia portschinskii	1010.25	415	1217	41.67514	41.642	41.7175	94.5	79	129
Darevskia praticola	320.545454545455	14	1399	43.4847936363636	40.744	44.9008	116.090909090909	68	143
Darevskia raddei	1548.6	356	2029	39.4615705	38.28333	41.37661	82.05	40	130
Darevskia rostombekovi	1671	1671	1671	40.85	40.85	40.85	58	58	58
Darevskia rudis	686.25	80	1312	41.5087625	40.68715	41.91	96.75	66	136
Darevskia unisexualis	1743	1743	1743	39.94765	39.94765	39.94765	53	53	53
Darevskia valentini	2283.5	1935	2579	40.117115	38.62814	41.156	38	16	52
Dasia griffini	203.666666666667	142	304	9.74703	9.72906	9.76194	253.333333333333	242	259
Dasypeltis fasciata	448.272727272727	72	669	4.52255363636364	0.56667	12.63333	246.181818181818	225	276
Dasypeltis scabra	1025.99295774648	2	2312	-22.5266486681473	-34.66667	2.79028	188.874125874126	118	262
Delma fraseri	320.412162162162	172	506	-32.214905	-33.35722	-30.2333	169.351351351351	156	186
Delma torquata	76.5	23	130	-27.495	-27.51	-27.48	197.5	192	203
Demansia torquata	306.809523809524	15	689	-18.2597419054821	-23.7333	-12.666	233.047619047619	210	261
Dendrelaphis calligastra	476.632352941176	9	2002	-7.04504260506892	-13.983	-2.5	243.202898550725	170	270
Dendrelaphis formosus	175.285714285714	27	574	2.29197285714286	-6.5897	5.80961	264.714285714286	252	272
Dendrelaphis gorei	302	302	302	26.12558	26.12558	26.12558	205	205	205
Dendrelaphis punctulatus	126.266169154229	2	2104	-22.7949512933681	-34.4446300330629	-3.66264052521892	220.150784077201	128	289
Dendrelaphis salomonis	254.25	16	1020	-7.90629255013449	-11.49185	-5.78100074264683	256.285714285714	211	269
Dendrelaphis striatus	22	3	41	3.016615	2.0499	3.98333	267.5	265	270
Dendrelaphis subocularis	503.285714285714	113	1684	23.1973442857143	20.83873	25.10097	232	162	261
Dendroaspis polylepis	581.525641025641	9	1702	-20.1085521794872	-31.61667	3.54444	217.858974358974	169	270
Dendroaspis viridis	145.375	85	212	6.14076125	5.79867	6.617	262	258	268
Dendrophidion vinitor	922	922	922	18.3890091885987	18.3890091885987	18.3890091885987	215	215	215
Diadophis punctatus	451.130259365994	0	3186	36.9957639774538	19.16793	47.980119999062	131.395281933257	23	248
Dibamus novaeguineae	553.7	5	1214	9.629389	6.54386	10.6574	242.566666666667	207	275
Dierogekko insularis	96.5	21	172	-19.87958	-20.04428	-19.71488	235	235	235
Dierogekko kaalaensis	469	469	469	-20.58817	-20.58817	-20.58817	221	221	221
Dierogekko poumensis	318	318	318	-20.26228	-20.26228	-20.26228	232	232	232
Dierogekko validiclavis	571.75	350	685	-20.47873	-20.56194	-20.4	199.125	185	211
Diplodactylus granariensis	194.5	181	208	-30.783	-31.016	-30.55	181	179	183
Diplodactylus ornatus	42.2	2	187	-25.7090123076923	-27.46667	-21.8833	217.519230769231	203	246
Diploglossus bilobatus	529.411764705882	15	1203	10.0655225665559	9.33441017226535	10.93333	236.647058823529	195	263
Diploglossus lessonae	300	300	300	-7.86667	-7.86667	-7.86667	239	239	239
Diplolaemus darwinii	46	46	46	-47.840435	-47.9333	-47.74757	100.5	100	101
Diplometopon zarudnyi	89.75	49	123	26.1328325	23.11667	31.27317	264.75	256	271
Diporiphora albilabris	119.85	66	168	-13.4494860013901	-13.6985900036291	-13.2647	269.35	267	272
Diporiphora lalliae	310.028846153846	86	596	-19.0045103877139	-24.54389	-16.1055	260.115384615385	209	276
Diporiphora linga	160.41935483871	111	235	-30.54782	-31.033	-30.166	186.451612903226	180	191
Dipsadoboa brevirostris	152	89	208	5.90666	5.29004	6.294	259.333333333333	257	263
Dipsas bicolor	624	624	624	9.89286998892104	9.89286998892104	9.89286998892104	227	227	227
Dipsas brevifacies	27.7619047619048	8	269	20.625199023778	18.517	21.4005569815458	256.166666666667	246	263
Dipsas catesbyi	404.5	71	1205	-6.10862071428571	-12.6	-3.3333	246.142857142857	210	264
Dipsas pavonina	529.75	251	1055	0.2675	-3.4	4.82	238.25	221	249
Dipsas peruana	2085	2085	2085	-13.16667	-13.16667	-13.16667	169	169	169
Dipsosaurus dorsalis	300.429653679654	-81	2138	32.0839504730258	22.8882099993233	37.066	213.222222222222	78	258
Dixonius vietnamensis	693	693	693	14.206965	14.20598	14.20795	241	241	241
Dolichophis jugularis	329.4375	-365	1879	32.7904707216495	31.68095	38.00441	191.185567010309	107	242
Draco cornutus	191.833333333333	6	901	3.72488666666667	1.65993	6.02966	263	226	274
Draco dussumieri	76	46	106	8.3947	8.16667	8.62273	272.5	268	277
Draco guentheri	160	160	160	6.02389	6.02389	6.02389	260	260	260
Draco lineatus	335.5	55	616	-3.541665	-3.68333	-3.4	247	232	262
Draco maculatus	580.410714285714	17	2820	19.3011953571429	7.55	23.76747	232.375	128	274
Draco mindanensis	926	926	926	6.30278	6.30278	6.30278	219	219	219
Draco ornatus	498.4	173	1093	9.870644	9.07933	10.9493	243.6	215	259
Draco quadrasi	37	2	72	12.32486	12.31444	12.33528	267	259	275
Draco reticulatus	452.666666666667	173	720	10.3369666666667	9.78264	10.9493	254.333333333333	248	259
Draco taeniopterus	165.857142857143	8	1034	12.3893928128266	7.55	14.3650593795725	261.571428571429	228	274
Dromicodryas bernieri	371.428571428571	18	1018	-20.6320928571429	-23.46167	-16.229	241.142857142857	205	266
Dromicodryas quadrilineatus	494	494	494	-14.96603	-14.96603	-14.96603	221	221	221
Drymarchon couperi	19.1612903225806	3	64	27.9537629032258	24.6919	31.66988	219.548387096774	191	248
Drymarchon melanurus	176.918367346939	5	536	25.2149561822797	15.9607951187956	29.79532	225.265306122449	184	270
Drymobius chloroticus	1513	194	2504	15.4834432474983	14.1864850463577	17.1507440970639	191.272727272727	153	250
Drymobius rhombifer	602.454545454545	52	1226	5.71484441873151	-12.58333	10.34944	237	202	284
Dryocalamus davisonii	139	9	224	15.7098466666667	13.75398	18.395	266.666666666667	249	280
Dryocalamus philippinus	67.5	51	73	9.7475425	9.74647	9.74975	269	269	269
Dryocalamus subannulatus	124.5	51	312	9.389315	8.37818	9.74652	259.25	234	269
Dryophiops philippina	28	28	28	14.17076	14.17076	14.17076	271	271	271
Dryophiops rubescens	30	1	59	6.346455	5.80961	6.8833	270.5	269	272
Drysdalia mastersii	58.9565217391304	1	176	-33.6452949579832	-36.13	-31.37193	164.966386554622	148	180
Drysdalia rhodogaster	496.990654205607	8	2081	-34.757159836376	-37.3166000365898	-32.9699600309621	141	40	175
Duberria lutrix	880.711538461538	8	3873	-25.82029125	-34.11667	0.63472	171.173076923077	89	223
Duberria variegata	52.6	19	72	-26.893336	-27.31667	-25.91667	226	223	230
Ebenavia inunguis	230.333333333333	17	907	-19.1311783333333	-23.02832	-16.9103	229.5	199	241
Echinanthera undulata	430.25	13	947	-24.5231525	-27.1	-22.95	196.25	180	220
Echiopsis curta	138.989285714286	0	924	-32.712607483214	-35.87367	-28.4166	172	143	203
Echis leucogaster	203	197	209	13.675835	13.67467	13.677	293	293	293
Echis pyramidum	516.272727272727	193	803	3.66412909090909	1.58611	15.8531	274.318181818182	252	293
Egernia kingii	121.256983240223	-1	408	-32.8530229478466	-35.18333	-28.2166	169.073684210526	147	199
Egernia rugosa	156.888888888889	12	433	-23.4424366684686	-28.016	-15.833	218.111111111111	205	233
Eirenis coronella	462.375	60	1823	31.3431868814922	28.5534850519373	31.95136	187.5	135	200
Eirenis decemlineatus	372.818181818182	15	1105	32.7902763636364	31.67632	33.29868	184.636363636364	133	213
Eirenis modestus	837	413	1261	39.10263	37.75	40.45526	114	75	153
Eirenis rothii	418.210526315789	-151	1452	32.8704236842105	31.9696	33.30321	188.526315789474	133	222
Elaphe quatuorlineata	579.153846153846	1	1583	40.9702215384615	37.1	44.19378	123.461538461538	67	172
Elapsoidea nigra	1653	1463	1843	-4.808335	-4.81667	-4.8	164.5	153	176
Elasmodactylus tuberculosus	1210.66666666667	1144	1296	-4.45912666666667	-5.23333	-3.21072	222.333333333333	215	232
Elgaria coerulea	796.285968028419	-33	4067	40.6281235169193	36.47805	51.52	101.455178416014	-21	158
Elgaria kingii	1726.6	851	2844	31.4779648744059	20.3805544884939	34.36856	134.664	65	223
Elgaria multicarinata	402.880304678999	0	2974	35.9630924153507	30.0499999991816	45.72607	148.536060279871	43	195
Elgaria panamintina	1383	867	1793	36.1145550149356	36.1123798780229	36.1161801003719	137.75	126	173
Elgaria paucicarinata	1044.53846153846	163	1839	23.6024305433924	23.4403975097782	24.1336963958416	187.846153846154	153	233
Elgaria velazquezi	1232	1232	1232	26.89772	26.89772	26.89772	174	174	174
Emoia bismarckensis	545.125	188	1059	-4.58455215747294	-5.36055	-4.3754738404566	237.5	210	262
Emoia boettgeri	123	17	303	7.03286833333333	6.93611	7.42916	268.333333333333	265	273
Emoia concolor	249.25	2	671	-17.77383	-19	-16.816	235	203	254
Emoia cyanogaster	184.073170731707	1	804	-7.96292691213049	-17.783	-4.16667	257.818181818182	211	270
Emoia flavigularis	111	1	545	-7.29183486602995	-9.05	-5.78100074264683	264	247	270
Emoia loveridgei	1157	41	1778	-6.58237748804329	-7.13393	-6.13804932845516	207.666666666667	167	254
Emoia mivarti	75	1	210	-2.1809	-2.383	-2.05727	267.5	262	270
Emoia nativitatis	237.375	125	309	-10.4808225	-10.49027	-10.466	254	251	255
Emoia nigra	184.21568627451	0	1020	-8.8546389908221	-14.3405183798642	-5.78100074264683	258.727272727273	211	271
Emoia pseudocyanura	215.666666666667	0	749	-8.39332679391492	-9.8	-5.66458229046851	255.5	236	266
Emoia samoensis	354	354	354	-14.316	-14.316	-14.316	257	257	257
Emoia sanfordi	81.8333333333333	13	186	-16.11969	-17.73916	-14.2	247.714285714286	242	256
Emoia schmidti	66.6666666666667	24	214	-8.35164714285714	-8.568	-8.29283	266.714285714286	264	268
Emoia slevini	518	518	518	17.5999	17.5999	17.5999	253	253	253
Emoia submetallica	1375.5	746	1738	-6.91929148648217	-8.833	-3.3333	209	168	265
Emoia trossula	74	19	129	-18.3165	-19	-17.633	239.5	238	241
Enhydrina schistosa	13	13	13	-9.99267066666667	-17.45	26.25	268.875	266	274
Enhydris chinensis	388	14	944	19.9744	19.21959	21.45361	232.333333333333	210	248
Enhydris enhydris	2	2	2	-0.03333	-0.03333	-0.03333	276	276	276
Enhydris matannensis	19	19	19	-3.96252278912961	-3.96252278912961	-3.96252278912961	268	268	268
Enhydris plumbea	328.25	54	587	9.7669725	-7.49167	23.96616	236.5	206	267
Enhydris polylepis	33.9285714285714	4	131	-12.6157340016322	-13.866	-12.3185800026273	273.333333333333	258	279
Ephalophis greyae	10	5	20	-20.17497875	-22.45833	-17.9666	261.818181818182	249	268
Epicrates inornatus	777	777	777	18.18174	18.18174	18.18174	204	204	204
Eremias pleskei	968.666666666667	831	1248	39.3827083333333	38.83333	39.91421	122.166666666667	105	127
Eremias strauchi	1117.44444444444	861	1816	38.8872466666667	35.48333	40.18333	115.777777777778	96	127
Eremiascincus brongersmai	188.928571428571	8	343	-14.6921828571429	-15.46667	-14.08694	268.428571428571	263	276
Eridiphas slevini	299.9375	14	765	25.3316155564182	23.0827	27.39419	218.4375	194	240
Erpeton tentaculatum	9	9	9	13.75398	13.75398	13.75398	280	280	280
Erythrolamprus mimus	532.764705882353	19	1230	10.3139115890943	8.79931347381559	14	236.411764705882	200	261
Eryx jayakari	308	11	1696	26.4411122222222	23.68333	31.51278	250.444444444444	170	278
Eulamprus heatwolei	671.04375	32	1727	-35.8143089469543	-36.87	-30.283	120.33125	57	154
Eulamprus luteilateralis	875.75	565	1146	-21.067	-21.166	-21.016	188	181	200
Eulamprus sokosoma	201.444444444444	5	389	-22.9544444444444	-25.85	-19.25	218.444444444444	195	241
Euleptes europaea	199	93	305	41.5378066666667	41.41623	41.609	151.666666666667	142	157
Eumeces algeriensis	385.222222222222	4	766	33.1376633333333	31.35283	35.29	177.888888888889	156	197
Eurydactylodes agricolae	425.055555555556	20	822	-20.4888711111111	-20.80642	-19.71464	220.111111111111	185	235
Eurydactylodes symmetricus	605.571428571429	167	1128	-21.9904428571429	-22.2836	-21.66846	203.142857142857	192	216
Eurydactylodes vieillardi	598.533333333333	17	884	-21.2289093333333	-21.48347	-20.99738	209.066666666667	195	231
Eutropis carinata	164.166666666667	11	766	10.8067816666667	7.283	13.53666	261.5	232	286
Exiliboa placata	2039.66666666667	1882	2178	17.589600111607	17.5826537404146	17.5954332692802	160.333333333333	139	172
Farancia abacura	37.5073170731707	0	303	32.0834651402115	25.3238	37.50865	185.739130434783	132	240
Farancia erytrogramma	18.4875	0	104	34.5865571249318	29.21646	38.1209099990835	167.9625	135	208
Ficimia publia	200.121212121212	8	939	18.3468498405891	14.9008568803776	21.4005586162589	251.787878787879	226	270
Ficimia streckeri	179.185185185185	4	723	25.6055415026404	21.397468419834	28.05878	229	215	252
Ficimia variegata	148.5	68	229	18.2036846732744	17.9673693465488	18.44	248.5	244	253
Fordonia leucobalia	32.7647058823529	3	132	-14.2645711112582	-18.9666	-11.3	275.055555555556	264	294
Furcifer angeli	130	130	130	-16.338	-16.338	-16.338	266	266	266
Furcifer lateralis	762.210526315789	6	1507	-21.8651389473684	-25.03232	-17.41558	209.052631578947	166	254
Furcifer oustaleti	404.896551724138	19	1259	-17.8948403448276	-25.17405	-12.5813	239.724137931034	188	270
Furcifer pardalis	393.272727272727	20	1427	-13.4168127272727	-15.66138	-12.49739	240.909090909091	176	262
Furcifer rhinoceratus	169.666666666667	99	244	-16.2570483333333	-16.338	-16.2017	262.333333333333	260	266
Furcifer verrucosus	69.7142857142857	5	291	-23.82074	-25.03232	-23.12268	240.285714285714	226	251
Furcifer willsii	1122	928	1507	-19.1458225	-20.7167	-18.23129	187	167	200
Furina dunmalli	285	285	285	-27.25	-27.25	-27.25	198	198	198
Gallotia atlantica	150.106382978723	5	371	28.6437983673469	28.06524	29.24	191.061224489796	178	200
Gallotia caesaris	574.384615384615	139	1087	28.0509507692308	27.68	28.16449	168.923076923077	150	182
Gallotia galloti	900.880952380952	2	2260	28.3505128888889	28.00327	28.76	159.733333333333	102	205
Gallotia stehlini	533.125	6	1524	27.9496741176471	27.8	28.16	174	128	204
Gambelia copeii	349.416666666667	8	1036	28.9751858241192	23.3404001455156	32.6442899991425	187.510204081633	148	227
Gambelia sila	342.427860696517	34	1250	35.8347802659191	34.7537389082164	37.38694	160.482587064677	119	191
Gambelia wislizenii	1056.27479526843	-74	2974	35.8515014445311	26.1003165537641	44.290519999057	150.19017288444	46	245
Geckolepis maculata	159.666666666667	44	244	-14.7166383333333	-16.25	-12.8275	259.166666666667	251	265
Geckolepis typica	300	251	349	-24.3099966666667	-25.43333	-22.83566	242.333333333333	241	245
Gehyra australis	105.438741721854	1	1093	-14.1409660476062	-30.98	-11.1485900019191	272.317133443163	132	294
Gehyra borroloola	99.8636363636364	17	291	-16.3159709117696	-17.415530007234	-15.4929	267	252	274
Gehyra brevipalmata	41.25	9	122	7.215822	6.90478	7.52792	273.6	272	275
Gehyra dubia	291.744408945687	1	1012	-24.5924340366623	-30.3936500269589	-11.216	205.764150943396	149	271
Gehyra pilbara	198.241379310345	48	450	-18.1237513793993	-19.33333	-17.2166	271.551724137931	260	277
Gekko athymus	233.333333333333	102	417	9.71275	9.67853	9.7728	253.666666666667	242	265
Gekko chinensis	290.125	13	788	21.1876487022816	18.7000396182525	23.1667	217.125	194	247
Gekko hokouensis	263.083333333333	7	2322	26.817520587703	22.00428	30.5916699991729	209.411764705882	131	247
Gekko mindorensis	481.4	66	917	10.162398	9.28315	12.2044	246.6	218	269
Gekko swinhonis	406	406	406	34.26667	34.26667	34.26667	142	142	142
Geomyersia coggeri	210	210	210	-2.08333	-2.08333	-2.08333	262	262	262
Geomyersia glabra	465	70	860	-6.21057121712807	-6.72979048479661	-5.69135194945953	245.5	225	266
Geophis bicolor	2368	2368	2368	19.6428531140631	19.6428531140631	19.6428531140631	150	150	150
Geophis brachycephalus	1661.57692307692	645	2729	10.0082864039223	9.79481	10.3	171.653846153846	126	223
Geophis cancellatus	1927.66666666667	981	3790	15.16519724989	15.0464101100963	15.3188957936782	181.666666666667	102	230
Geophis carinosus	1212.5	642	1783	17.1441963212213	15.77772	18.5106726424426	208.5	196	221
Geophis dubius	1961	1582	2293	16.6442791768787	16.2307795914475	17.3312857595452	173	161	195
Geophis dugesii	2076.4	1943	2406	23.5343274776543	23.45	23.6104069928555	166	138	191
Geophis godmani	2025.5	1767	2409	9.89917535520015	8.94930128934787	10.1667	150.166666666667	131	166
Geophis immaculatus	1919.5	1797	2042	15.5529299734976	15.4466599469951	15.6592	187	180	194
Geophis laticinctus	1727	1727	1727	17.062	17.062	17.062	178	178	178
Geophis mutitorques	2019.84615384615	1608	2196	20.1141707185177	19.602006249569	21.2863627248698	152	139	181
Geophis nasalis	1445	697	2620	15.0620043364813	14.53333	15.444	207.5	120	255
Geophis rhodogaster	2291.33333333333	2213	2399	14.4537094318265	14.385	14.55857	151.666666666667	135	167
Geophis ruthveni	745.666666666667	275	1412	10.3091948570976	10.2130485996115	10.4978359716813	224.666666666667	191	252
Geophis semidoliatus	1099.8	957	1468	18.9453309996937	18.8431518406618	19.5456191522431	199.6	177	204
Geophis zeledoni	2062	2062	2062	10.0970484022759	10.0970484022759	10.0970484022759	149	149	149
Gerarda prevostiana	11.5	10	13	16.280435	16.27756	16.28331	268	268	268
Gerrhonotus infernalis	916.035714285714	156	2154	29.0070016189926	22.61922	30.5637553457141	184.660714285714	153	214
Gerrhonotus liocephalus	1468.375	430	2406	17.4800627747126	16.5707724259678	18.768	196.375	146	243
Gerrhosaurus skoogi	230.9	8	568	-19.155	-21.18333	-17.95	180.5	172	192
Glaphyromorphus crassicaudus	42.5714285714286	16	120	-10.7185714285714	-12.733	-10.116	263.571428571429	254	266
Goggia gemmula	445.714285714286	176	710	-28.20503	-28.86667	-27.93333	176.714285714286	163	189
Goggia hexapora	652.533333333333	79	986	-32.1926313333333	-33.36667	-31.38333	163.466666666667	139	189
Gonatodes caudiscutatus	74	7	254	-2.0594	-2.68333	-0.99667	253.2	250	257
Gonatodes hasemani	144	71	219	-8.62670333333333	-10.32144	-7.3	260.333333333333	256	264
Gongylosoma baliodeirus	113.25	3	590	1.996485	1.34881	3.98333	262.125	239	270
Gonionotophis klingi	662.5	627	698	7.296895	6.23212	8.36167	229	217	241
Goniurosaurus kuroiwae	98.25	18	231	26.7463999992413	26.1986099992519	27.8204599992206	219	212	226
Gonocephalus grandis	197	3	874	3.04078066666667	1	5.77961	261.466666666667	227	274
Gonocephalus sophiae	228.571428571429	6	455	10.7007542857143	9.43508	14.58333	263.571428571429	255	273
Gonyosoma oxycephalum	267.2	11	1100	6.52326866666667	-7.49167	16.62119	255.733333333333	224	271
Graciliscincus shonae	263.6	167	403	-22.251833	-22.32443	-22.15	215.5	209	221
Gyalopion canum	1282.63888888889	466	2450	30.6838858737043	23.6604246761634	35.63	165.520833333333	90	215
Gyalopion quadrangulare	177.852941176471	3	1289	25.1260997644844	21.6404959470494	31.46593	242.441176470588	162	255
Gymnophthalmus underwoodi	77	8	172	9.398453	1.55	13.16667	262.4	249	273
Helicops scalaris	9	9	9	10.78333	10.78333	10.78333	283	283	283
Heloderma horridum	182.103448275862	3	549	22.885873521652	15.53327	27.1502476341317	248.724137931034	227	281
Heloderma suspectum	749.263157894737	3	1352	32.3612665906749	26.8402601572219	37.104149999092	190.684210526316	146	247
Hemachatus haemachatus	1307.52857142857	14	2453	-28.2632107142857	-33.98333	-25.1	159.014285714286	100	231
Hemidactylus frenatus	158.13475177305	0	2322	4.91660823887212	-22.30556	26.5927799992441	256.295726495727	131	288
Hemidactylus mercatorius	494	19	969	-18.053445	-22.56456	-13.54233	236.5	215	258
Hemidactylus palaichthus	157.083333333333	61	638	4.4495175	1.55	10.66667	269.166666666667	220	283
Hemidactylus turcicus	273.005649717514	0	1061	37.8022725073882	30.12941	42.33399	168.793296089385	131	207
Hemiergis decresiensis	714.034330985916	7	2129	-34.3346794593559	-37.5	-29.683	128.391571553995	40	200
Hemiergis quadrilineatum	38	8	61	-32.5485000073669	-33.483	-31.93	177.25	161	186
Hemirhagerrhis hildebrandtii	520	203	690	2.039168	-2.33333	4.26528	262.4	237	291
Hemitheconyx caudicinctus	216.6	95	313	8.373944	7.365	10.0585	270	264	275
Hemorrhois algirus	236.5	7	683	33.270665	30.9	34.37533	206	194	220
Hemorrhois hippocrepis	438.681019332162	-1	2558	38.3668506770833	29.725	41.85	157.322916666667	77	193
Heterodon nasicus	1060.4243902439	34	2215	35.3447120487515	23.6504195738426	50.95	137.170731707317	36	234
Heterodon platirhinos	184.241007194245	0	1124	35.427396782505	25.4375	44.45381	152.260249554367	59	240
Heterodon simus	24.5	0	56	30.3720192790105	27.7485	34.87227	200.928571428571	164	225
Hierophis gemonensis	222.9	0	1078	41.826886	35.23018	45.78566	143.6	104	167
Hierophis viridiflavus	534.354651162791	1	2811	44.8969465846599	40.02078	48.77878	103.709117221418	10	160
Holbrookia lacerata	572.327868852459	2	826	30.7774191684402	27.269751547863	31.74428	187.590163934426	169	225
