Name_sp	alt_mean	alt_min	alt_max	latitude_mean	latitude_min	latitude_max	mean_temp	min_temp	max_temp
Pedioplanis gaerdesi	693.261538461538	299	1120	-19.5989436923077	-21.21667	-17.26667	205.784615384615	176	235
Pedioplanis laticeps	1172.6	963	1432	-31.133334	-31.41667	-30.6	158.6	141	174
Pelamis platura	23.7755102040816	1	243	-5.07127373559184	-35.08333	35.53119	213.378048780488	155	284
Perochirus ateles	180.714285714286	24	303	9.16664	6.93611	15.26453	267	264	272
Petrosaurus mearnsi	643.449152542373	46	1277	31.7581553734194	28.9014399992011	33.3953699991325	174.28813559322	131	215
Petrosaurus slevini	194	22	312	29.3196178404089	29.2446699991952	29.5366499991902	207.8	201	215
Petrosaurus thalassinus	460.675675675676	12	1839	23.6817138515766	22.87875	24.57008	217.065789473684	153	241
Phalotris tricolor	741	132	1689	-24.4954025	-27.6	-21.50702	211.25	159	252
Phelsuma abbotti	136	60	164	-13.012665	-13.31666	-12.89554	258.5	254	264
Phelsuma astriata	302.666666666667	169	541	-4.44556333333333	-4.68867	-4.31667	256	248	260
Phelsuma cepediana	99.6666666666667	62	163	-20.2309666666667	-20.48258	-20.10333	233	225	237
Phelsuma guttata	630.4	506	791	-15.54963	-15.81798	-15.29119	217.8	210	223
Phelsuma kochi	395	395	395	-18.89767	-18.89767	-18.89767	248	248	248
Phelsuma laticauda	1427	1427	1427	-14.44133	-14.44133	-14.44133	176	176	176
Phelsuma lineata	811.423076923077	29	1507	-19.19672	-23.9384	-15.45875	202.192307692308	167	260
Phelsuma madagascariensis	515.2	6	940	-16.94646	-19.3	-15.3983	217	192	236
Phelsuma mutabilis	169.8	8	349	-21.89851	-23.51666	-16.338	248.4	241	266
Phelsuma quadriocellata	882	397	1427	-18.50432125	-21.32826	-14.44133	196.4375	176	229
Phelsuma standingi	349	349	349	-22.83566	-22.83566	-22.83566	241	241	241
Phelsuma sundbergi	88.3333333333333	25	198	-4.399985	-4.61667	-4.31667	260.5	259	263
Phelsuma v-nigra	27	27	27	-11.38117	-11.38117	-11.38117	245	245	245
Philodryas psammophidea	510.148148148148	55	1127	-31.2637040740741	-37.9696	-22.3667	176.333333333333	131	249
Philothamnus irregularis	350.88	26	1277	5.9675124	-6.76667	10.07917	258.6	205	281
Phoboscincus garnieri	399.75	40	929	-21.240395	-22.17744	-20.25194	219.25	204	232
Phoenicolacerta laevis	596.3	194	1314	35.547655	33.61667	36.14583	164.2	135	182
Phrynocephalus axillaris	1202	1130	1274	39.3301665971063	39.2667031942125	39.39363	124	122	126
Phrynocephalus helioscopus	570.9375	-2	1173	43.5148081248233	37.17157	46.8	91.625	27	179
Phrynocephalus luteoguttatus	751.333333333333	677	804	30.8199766666667	30.62885	31.01167	214	211	218
Phrynocephalus przewalskii	1468	1209	2047	37.9370304299323	36.67729	38.8240333877742	84	52	96
Phrynocephalus versicolor	1054.06666666667	-36	1781	43.0201077727922	39.77421	47.7844899990614	71.4	13	133
Phrynosoma asio	257.818181818182	30	985	17.5426433367263	16.13723	19.2436715160623	261.863636363636	232	276
Phrynosoma braconnieri	1510.44444444444	618	1873	18.2224195637053	16.9207461154384	18.57	192.888888888889	166	248
Phrynosoma cornutum	835.254376930999	2	2845	32.8838528342615	23.740426313307	39.58999	163.418724279835	72	244
Phrynosoma coronatum	549.12869399428	-2	2711	33.089271420039	22.8882099993233	39.7288083284944	161.587017873942	62	242
Phrynosoma ditmarsi	1288.66666666667	1083	1397	30.1391308122581	29.7638004526432	30.8702619841311	177	165	183
Phrynosoma douglasii	867.322033898305	49	2387	45.1348101077407	41.3098896977633	48.1101999990625	84.7627118644068	23	121
Phrynosoma hernandesi	1977.63017751479	668	3543	35.5845584153595	30.58963	50.05	95.491124260355	15	172
Phrynosoma mcallii	81.867816091954	-74	412	32.8819734375998	31.3200790830973	33.84542	223.977011494253	205	233
Phrynosoma modestum	1264.80463096961	329	2891	31.7545024694371	23.36703	35.68	160.687409551375	70	220
Phrynosoma orbiculare	2340.06349206349	1618	3785	22.5348135387111	18.9906436071379	29.82014	144.952380952381	93	184
Phrynosoma platyrhinos	983.387149917628	-60	2399	36.6545474650044	29.6673495243485	43.6369799990578	152.546952224053	45	235
Phrynosoma solare	686.232044198895	0	2214	30.7511164062391	24.9403439093917	34.56268	204.016574585635	128	254
Phrynosoma taurus	1288.72727272727	618	1876	18.3190270836266	17.954	18.617	208.272727272727	176	248
Phyllodactylus bordai	989.6	494	1752	18.0062287281774	17.735	18.48222	226.2	182	267
Phyllodactylus bugastrolepis	45	45	45	25.6507199992631	25.6507199992631	25.6507199992631	238	238	238
Phyllodactylus clinatus	297	293	301	-5.89868	-5.91394	-5.88342	213	212	214
Phyllodactylus delcampoi	327.333333333333	222	535	17.1592644659047	17.1407262253448	17.1673949327544	272	266	275
Phyllodactylus homolepidurus	106.25	2	341	27.1702469086276	25.6303094666408	28.8101806092293	246.25	237	251
Phyllodactylus inaequalis	82.7142857142857	0	120	-5.89482927601222	-6.59784532795007	-4.86667	232	226	236
Phyllodactylus lanei	165.538461538462	7	591	19.7529762449734	17.5507005984628	21.5504995326362	260.785714285714	232	279
Phyllodactylus muralis	268.588235294118	23	1332	16.3715391440612	16.2007846622502	16.7307555282992	260.588235294118	192	276
Phyllodactylus paucituberculatus	540	540	540	19.1006239896577	19.1006239896577	19.1006239896577	277	277	277
Phyllodactylus reissii	243.564102564103	3	1950	-4.39961054680018	-6.59784532795007	-0.94651	231.666666666667	154	257
Phyllodactylus tuberculosus	275.693069306931	3	1987	17.7120942975641	9.96591205709235	25.07033814587	251.911764705882	197	291
Phyllodactylus unctus	236.309523809524	7	810	23.7236053094301	22.8886309512289	24.57008	227.06976744186	197	243
Phyllodactylus xanti	309.623853211009	-2	2081	28.3206563289345	23.1354811437491	33.8283443855917	208.053097345133	102	240
Phyllorhynchus browni	420.115044247788	6	1065	28.5742645277182	23.3104175455846	33.0040699991377	223.12389380531	178	254
Phyllorhynchus decurtatus	438.621983914209	-57	1661	33.2226051285571	23.962313429825	36.8619751999586	202.289544235925	120	250
Phyllurus ossa	37.75	21	78	-20.48	-20.9	-20.3	233.4	230	237
Phymaturus palluma	2776.81818181818	1120	4023	-34.4357327272727	-36.9	-32.53	43.3636363636364	-4	81
Pituophis catenifer	700.75622542595	-75	3395	35.9919432427377	22.8882099993233	50.81667	144.967015022861	5	250
Pituophis deppei	1909.41176470588	665	2911	22.0056314320813	18.303	27.3402499179508	174.169117647059	119	219
Pituophis lineaticollis	1940.03125	1260	2841	16.8964871331248	15.4208300353787	19.4506066087515	168.71875	94	224
Pituophis melanoleucus	35.8095238095238	6	116	32.6274238095238	26.6156	40.0675	180.047619047619	115	237
Plagiopholis nuchalis	1494.66666666667	1400	1684	23.7166666666667	23.45	24.25	173.333333333333	162	179
Platyceps najadum	786.176470588235	2	2394	39.2523817647059	31.205	44.2956	123.705882352941	40	180
Platyceps rogersi	381.125	61	816	30.200555	29.56465	30.9167	205.625	171	232
Platysaurus imperator	775	751	799	-17.043005	-17.06934	-17.01667	211.5	209	214
Platysaurus intermedius	766.390243902439	144	1533	-23.3603930487805	-27.567	-17.38333	203.5	147	242
Plestiodon anthracinus	332.546012269939	34	1538	37.4133869372726	30.8361	43.09924	127.355828220859	67	188
Plestiodon brevirostris	2105.83333333333	945	3986	18.8980427607721	16.4604868987962	25.2503610161305	166	80	240
Plestiodon callicephalus	1073.15151515152	5	2012	28.0486214229818	20.9405317572334	31.7781	186.757575757576	124	255
Plestiodon copei	2976.78571428571	2566	3378	19.1430084694376	19.0306361620157	19.3106248502235	122.571428571429	99	147
Plestiodon egregius	29.6666666666667	0	108	28.3393896495707	24.55607	32.95351	217.116279069767	173	252
Plestiodon fasciatus	205.678300455235	1	995	36.3372291969233	28.6525	44.87222	145.286798179059	58	213
Plestiodon gilberti	771.833333333333	1	3532	36.6027370554947	30.92216	39.5223730068378	143.241228070175	12	218
Plestiodon inexpectatus	44.2727272727273	3	466	32.2754289436003	24.6919	38.7632	184.147540983607	117	248
Plestiodon lagunensis	1089.55555555556	422	1786	25.1134293589331	23.4483699993105	27.6107	178.555555555556	153	207
Plestiodon laticeps	120.530909090909	0	881	33.9508192181477	29.14332	39.973129999071	167.629090909091	106	213
Plestiodon lynxe	2406.38461538462	1887	2879	21.4081688770779	19.3339552643218	23.9403968545056	140.615384615385	119	176
Plestiodon multilineatus	2194	2194	2194	29.6334934059814	29.6334934059814	29.6334934059814	120	120	120
Plestiodon multivirgatus	1817.18367346939	655	2967	35.8253719185697	31.50013	42.7162868027699	99.8503401360544	21	174
Plestiodon obsoletus	800.326617179215	13	2751	35.7795586193376	25.6836725540555	40.6994	139.379639448568	55	235
Plestiodon ochoterenae	1961.5	1222	2701	17.4832090602871	17.3507159946117	17.6157021259626	187.5	153	222
Plestiodon parvulus	454.5	22	887	22.2538032562819	21.4405047142614	23.0671017983023	232.5	211	254
Plestiodon septentrionalis	326.8125	2	659	36.1933675683631	28.95222	47.18028	148.45	41	207
Plestiodon skiltonianus	627.267647058824	0	2974	37.3729947178141	30.4684226274713	49.49212	131.073206442167	14	209
Plestiodon sumichrasti	231	16	499	17.7665686829373	15.72454	20.8505826009155	248.166666666667	230	262
Plestiodon tetragrammus	563.490566037736	3	2201	30.1874225387327	22.39039	32.92614	188.712264150943	144	243
Pliocercus elapoides	626.25	20	2620	17.9562017923075	13.66667	23.736536489343	229.416666666667	120	273
Pliocercus euryzonus	317.52380952381	13	1171	8.61761726711387	1.6558	10.55	247.619047619048	208	266
Podarcis bocagei	653.359223300971	0	2028	42.698378081761	41.32931	43.75	117.116352201258	54	148
Podarcis carbonelli	833.666666666667	745	909	40.2933333333333	40.23	40.33	121.333333333333	120	122
Podarcis cretensis	284	49	519	35.432635	35.33109	35.53418	168.5	157	180
Podarcis erhardii	503.8	16	1325	39.351384	36.38681	41.72545	132.5	57	184
Podarcis hispanicus	738.563397876327	-3	2826	40.6184071845867	36.73	45.09295	126.796457426973	10	183
Podarcis lilfordi	23	23	23	39.45529	39.14587	40.06	168	168	168
Podarcis melisellensis	151.6	1	575	44.040422	42.93054	45.5259	139.666666666667	99	160
Podarcis muralis	451.654135338346	-1	2811	46.7307950388889	38.5333	51.03904	97.2938888888889	-21	162
Podarcis pityusensis	63.5454545454545	0	165	38.9446030769231	38.7	39.56593	169.692307692308	166	175
Podarcis siculus	198.373134328358	0	1653	41.8467025333333	37.83582	45.54571	147.973333333333	80	183
Podarcis tauricus	143.571428571429	4	550	42.310586875	39.43145	47.195	132.8125	104	170
Podarcis tiliguerta	559.236363636364	12	2117	41.8892059649123	39.20113	42.93184	129.456140350877	59	162
Podarcis vaucheri	640.785714285714	-2	2658	35.4320185714286	31.20583	36.95	154.5	70	182
Pogona barbata	264.504249291785	-4	1558	-32.3676422276505	-38.166	-19.316	165.200785193494	76	241
Polychrus peruvianus	609.333333333333	447	811	-5.61635548349081	-5.71172645047244	-5.47234	246	244	249
Porthidium dunni	204.833333333333	12	1081	16.3522538472942	15.9307964991403	16.57	263.555555555556	213	276
Porthidium nasutum	415.622222222222	15	2662	10.0831381916967	0.74556	16.407	244.444444444444	128	272
Porthidium yucatanicum	24.7368421052632	7	57	20.6539158693608	19.622	21.2005638695511	256.894736842105	252	263
Potamites apodemus	496	412	580	9.29272507015303	9.29095354801577	9.29449659229029	239	228	250
Potamites cochranae	769	769	769	-1.788	-1.788	-1.788	222	222	222
Prasinohaema flavipes	1895.02857142857	485	4333	-5.94851593825725	-6.66541573047269	-5.2362	173.028571428571	68	244
Prasinohaema prehensicauda	2098	1429	4333	-5.73734390396191	-6.20880963806933	-5.2362	163.857142857143	68	192
Pristurus carteri	385.615384615385	11	1392	18.0711315384615	16.84417	21.4185	250.153846153846	200	271
Pristurus rupestris	194.5	53	325	25.1283644444444	17.01667	27.18025	264.888888888889	256	299
Proablepharus reginae	458.536585365854	207	908	-23.8379793944225	-30.45	-17.4825	224.207317073171	183	272
Prosymna ambigua	473.45652173913	5	1345	-16.0508202173913	-28.43333	3.25	226.54347826087	171	281
Prosymna janii	30.4	12	60	-27.613334	-28.41667	-25.91667	220.4	214	230
Prosymna meleagris	123	85	193	6.64856	5.87901	7.96667	267.333333333333	265	272
Protobothrops jerdonii	1977	1977	1977	22.34944	22.34944	22.34944	139	139	139
Protobothrops mucrosquamatus	522	11	2322	22.7281131807788	18.33333	29.61667	210.260869565217	131	247
Psammodromus algirus	617.243902439024	9	2658	34.6978504761905	31.202	36.95521	161	70	190
Psammodromus blanci	318	146	490	35.539445	35.37889	35.7	172	166	178
Psammodromus hispanicus	612.555555555556	-1	2558	39.5025022521866	36.01	44.461	141.171282798834	73	186
Psammodromus microdactylus	341	341	341	34.053	34.053	34.053	184	184	184
Psammophilus blanfordanus	503.833333333333	19	1746	9.28430166666667	8.11634	11.3468	249.5	170	278
Psammophilus dorsalis	1051.16666666667	233	2359	12.1641	11.3468	13.06548	225.833333333333	140	278
Psammophis condanarus	120.733333333333	4	910	19.7797124444444	11.58	21.67258	269.088888888889	238	280
Psammophis subtaeniatus	842.194444444444	205	1842	-22.2422795833333	-26.16667	-16.32233	210.416666666667	150	247
Psammophylax tritaeniatus	1156.41935483871	291	1802	-23.0774775806452	-27.58333	-7.96667	191.5	155	227
Pseudemoia baudini	29.5	2	97	-33.8172478571429	-34.9	-32.283	163.571428571429	161	170
Pseudemoia pagenstecheri	578.01724137931	6	1486	-36.5547558707473	-42.28	-30.06222	121.525862068966	61	148
Pseudocerastes fieldi	462.857142857143	320	673	30.5587028571429	30.21005	30.79423	192.285714285714	184	197
Pseudoeryx plicatilis	107.8	17	190	-8.874506	-25.28	4.21719	252.2	233	267
Pseudoficimia frontalis	407.24	4	1251	21.7875225036339	18.7806354505828	25.9702943152542	245	212	265
Pseudogekko brevipes	948.571428571429	625	1165	9.27218571428571	9.2577	9.28862	218	218	218
Pseudogekko compressicorpus	379.5	294	465	11.182985	9.78264	12.58333	254.5	248	261
Pseudoleptodeira latifasciata	197.25	21	360	19.0494584376755	18.800298102393	19.1463036334014	266.5	256	286
Pseudorabdion longiceps	87.5	3	712	1.6145925	1.17171	3.98333	266.666666666667	252	270
Pseudorabdion mcnamarae	900.391304347826	27	1438	9.50358347826087	9.14723	10.43222	231.260869565217	210	271
Pseudorabdion oxycephalum	508.193548387097	18	1267	9.73408625	9.13347	11.8718	248.46875	210	275
Pseudoxenodon bambusicola	736	528	944	24.776805	21.45361	28.1	188.5	167	210
Pseudoxenodon macrops	1874.88888888889	209	2942	23.8306540740741	15.0628	28.15794	157.62962962963	78	210
Pseudoxenodon stejnegeri	530.666666666667	190	1098	28.3006446208408	23.7368577250448	29.617	156.333333333333	122	207
Pseudoxyrhopus heterurus	625.666666666667	529	773	-15.2559266666667	-15.43929	-15.0373	212.666666666667	193	223
Psomophis obtusus	66.4444444444444	21	123	-30.5591433333333	-34.28756	-27.44695	192.888888888889	164	224
Ptenopus kochi	370.692307692308	8	654	-23.808335	-26.3	-22.91667	185.714285714286	163	209
Ptyas carinata	1100	1100	1100	1.05	1.05	1.05	230	230	230
Ptyas luzonensis	638.5	370	907	12.333085	9.35306	15.31311	245.5	231	260
Ptychoglossus stenolepis	1901	1901	1901	3.56889	3.56889	3.56889	189	189	189
Ptychozoon horsfieldii	102	69	135	3.969785	3.7098	4.22977	267	267	267
Ptychozoon intermedium	11	11	11	6.92056	6.92056	6.92056	269	269	269
Ptychozoon lionotum	148	148	148	19.1805	19.1805	19.1805	255	255	255
Ptyodactylus oudrii	786.4	592	1085	31.607186	29.42	35.2142	182.8	156	203
Pygomeles braconnieri	8	8	8	-23.2665	-23.2665	-23.2665	242	242	242
Python anchietae	1464.5	1213	1656	-22.3583325	-22.55	-22.11667	200.75	195	210
Python regius	134.777777777778	15	313	7.49884111111111	5.12502	13.1	268.777777777778	257	291
Quedenfeldtia trachyblepharus	2184.75	1175	3155	31.1607075	31.05	31.25	88.75	35	140
Ramphotyphlops albiceps	59	59	59	5.80961	5.80961	5.80961	272	272	272
Ramphotyphlops bicolor	194.981203007519	1	883	-33.1392935611492	-36.366	-27.9647	167.958801498127	134	205
Ramphotyphlops cumingii	384.166666666667	271	465	9.73556333333333	9.3839	9.83816	255.166666666667	248	263
Ramphotyphlops lineatus	81	2	238	-0.8799	-6.5897	3.98333	266.666666666667	254	276
Rankinia diemensis	675.695585996956	6	2129	-34.2596304481708	-42.9	-31.9551300294278	132.2	40	177
Regina alleni	18.5526315789474	3	62	27.7844857403139	25.30006	30.8315	221.236842105263	196	242
Regina rigida	30.4155844155844	0	194	32.0550904344988	28.84421	35.9255	185.794871794872	163	216
Regina septemvittata	351.161137440758	5	1231	38.5939500184412	32.7504	43.09924	113.075829383886	71	171
Rena dissecta	778.384615384615	292	1736	35.134932054275	29.31744	37.41385	150.230769230769	122	202
Rhabdophis auriculata	978.181818181818	5	2002	8.28191818181818	6.30278	9.8	223.030303030303	181	270
Rhabdophis conspicillatus	104.333333333333	19	225	3.89205666666667	3.16667	4.27973	259.666666666667	249	267
Rhabdophis nigrocinctus	502	77	1139	16.850425	8.90683	22.38655	237.875	205	271
Rhabdophis nuchalis	1458	1015	2288	27.6113541666667	26.93	28.11667	159.75	128	190
Rhabdophis subminiatus	421.734693877551	5	2820	18.9921414141414	-7.5	27.29039	238	128	273
Rhacodactylus auriculatus	397.125	102	1128	-22.0062307017544	-22.35	-20.46055	211.859649122807	180	229
Rhacodactylus chahoua	201.6	20	481	-20.274436	-20.46055	-19.71472	228.8	221	235
Rhacodactylus ciliatus	334.25	210	527	-22.0833875	-22.10055	-22.033	208.5	195	213
Rhacodactylus leachianus	328.666666666667	81	659	-22.1864833333333	-22.31527	-22.06667	213	195	223
Rhacodactylus sarasinorum	267.583333333333	102	403	-22.2261083333333	-22.32443	-22.1	215.75	209	222
Rhacodactylus trachyrhynchus	307	93	521	-21.88597	-22.61667	-21.15527	219	214	224
Rhadinaea bogertorum	1774.66666666667	1380	2059	17.5973796354886	17.5673841436054	17.6340414377342	178	161	201
Rhadinaea calligaster	1969	1172	2906	9.86234936140781	8.85	10.3158880085078	157.263157894737	110	202
Rhadinaea flavilata	16.2253521126761	2	101	32.4245320490659	26.6156	35.9991	186.16	161	237
Rhadinaea forbesi	2374	2374	2374	19.6506138163941	19.6506138163941	19.6506138163941	122	122	122
Rhadinaea fulvivittis	2421.5	1983	2800	17.3874836460776	17.1890623541396	17.536	145	132	172
Rhadinaea hesperia	1880	1354	2448	19.5913689201948	17.5607052642796	20.76361	177.25	137	199
Rhadinaea laureata	2538	2211	3533	20.3357764853783	19.2561853549753	23.8104012551039	138.2	100	157
Rhadinaea omiltemana	2003	1260	2558	17.5600586679161	17.5520962565434	17.5707042605095	192	175	222
Rhadinaea pulveriventris	2007	1498	2558	9.70643231862913	9.66737687131686	9.73679324741863	150.5	135	176
Rhadinaea taeniata	2063.30769230769	1260	2939	17.3974347580559	16.2507785753907	19.8505855292796	176.769230769231	122	222
Rhampholeon spectrum	572.5	22	1365	1.842269	-1.78194	5.45	235.3	190	259
Rhinechis scalaris	591.898907103825	-3	2826	39.8740668822618	36.07	44.64618	139.826878388846	38	186
Rhineura floridana	28.5333333333333	5	62	28.8910892335895	27.9529009923395	29.7705377684359	212.833333333333	203	224
Rhinobothryum bovallii	222.571428571429	14	878	7.05937285714286	3.65	14	258.571428571429	229	269
Rhinocheilus lecontei	729.542650918635	-57	2566	32.5225098872302	22.1299999993409	39.9095423579865	179.916175507531	89	258
Rhinophis drummondhayi	1211.2	851	1416	6.890514	6.83056	7.06	207.1	197	228
Rhinophis oxyrhynchus	71	53	89	8.098085	7.93306	8.26311	273.5	273	274
Rhinoplocephalus bicolor	89.5538461538462	0	321	-34.5540837142857	-35.05	-33.6827	157.671428571429	145	171
Rhynchocalamus melanocephalus	621.071428571429	12	1431	33.56269	32.71261	40.16486	177.571428571429	109	205
Ristella rurkii	2167	2167	2167	10.24026	10.24026	10.24026	157	157	157
Salomonelaps par	246.380952380952	1	1020	-8.27761130434783	-9.75	-5.25	256.695652173913	225	271
Saltuarius cornutus	816.923076923077	27	1240	-17.0570792307692	-17.56807	-16.2167	205.923076923077	184	243
Salvadora bairdi	1997	1514	2423	20.0939653871902	18.9206415401306	22.1804792614562	174.714285714286	145	207
Salvadora grahamiae	1130.39805825243	6	2424	31.2659965434621	23.5804334340724	36.21	160.258899676375	78	243
Salvadora hexalepis	686.133550488599	-48	1939	32.773971786228	22.8882099993233	39.983	180.162866449511	81	242
Salvadora intermedia	1581.83333333333	1260	2621	17.7168191560914	17.4407117279081	18.421	206.333333333333	146	222
Salvadora lemniscata	139.7	23	412	16.4115868296822	16.2107876406304	16.69025	265.3	242	276
Salvadora mexicana	234.857142857143	4	1029	19.2223442753154	16.8599999994756	21.69032	263	214	289
Sanzinia madagascariensis	768.818181818182	69	1484	-17.7763736363636	-23.34438	-13.29199	207.136363636364	180	266
Saproscincus czechurai	950.583333333333	739	1197	-17.1447783333333	-17.516	-17.0936	198.666666666667	194	209
Saurodactylus mauritanicus	271.666666666667	33	466	34.9371666666667	34.838	35.13	176.333333333333	169	182
Sauromalus ater	552.988505747126	-13	2457	32.5962130450436	24.05697	37.4405239597333	197.832386363636	105	248
Sauromalus hispidus	183.5	22	312	29.2720321513998	28.6452899992056	29.5366499991902	207.909090909091	201	218
Scaphiodontophis annulatus	209.869565217391	8	1012	17.0616349683162	14.94358	20.9005798665419	252.260869565217	213	272
Sceloporus adleri	2292.25	1315	2688	17.5959443409659	17.5207057368979	17.6507003210711	175.083333333333	153	213
Sceloporus aeneus	2877.57142857143	2236	4269	19.2984193611137	19.0211967748994	19.8205905826821	122.952380952381	61	159
Sceloporus anahuacus	2819	2566	3072	19.2922906021207	19.2506273872084	19.3339538170329	116.5	102	131
Sceloporus angustus	177.5	126	332	25.2811819803602	25.2631264025711	25.2853154803197	229	229	229
Sceloporus arenicolus	1157.63247863248	820	1371	32.9251286098531	31.61433	33.86	154.333333333333	139	179
Sceloporus asper	1350.4	1141	1642	20.4855537718867	19.4206088804031	21.3305117105151	195	173	208
Sceloporus bicanthalis	3032.2380952381	2254	4613	19.4060408525753	19.0339721547918	19.706440716156	103.761904761905	21	133
Sceloporus bulleri	1135.33333333333	709	1460	21.5180532508204	20.4953	23.5304097524611	208.666666666667	192	229
Sceloporus carinatus	877.692307692308	554	1160	16.733055427835	16.3546714606169	16.8707569774814	231.769230769231	223	239
Sceloporus cautus	1863.6	1622	2179	24.6126618580817	22.6504671657495	25.45033	178.666666666667	148	197
Sceloporus chaneyi	2587	2587	2587	23.6004303074724	23.6004303074724	23.6004303074724	145	145	145
Sceloporus chrysostictus	21.9154929577465	-1	236	20.2935319783778	17.13971	21.6005480841936	257.622377622378	247	270
Sceloporus clarkii	1051.82163187856	2	2956	29.9681960888317	21.5399398732112	34.86403	177.352272727273	72	255
Sceloporus couchi	1007.66666666667	720	1532	25.5750705652604	25.3903551094731	25.6803427214971	194.333333333333	171	208
Sceloporus cozumelae	3	-1	12	21.0339293716319	20.1406153188439	21.617217311624	257.41935483871	254	261
Sceloporus cryptus	2806.2	2668	2888	17.4457669063266	17.3907228955297	17.5	127.6	122	132
Sceloporus dugesii	1734	1271	2243	20.20222445071	19.6833	20.9505299972704	179.84375	150	204
Sceloporus edwardtaylori	114.333333333333	15	545	16.3762242627837	16.1807856505442	16.61	269.733333333333	259	276
Sceloporus formosus	2299.42105263158	1187	3159	17.6860134068306	16.9607424244343	19.03708	157.140350877193	116	204
Sceloporus gadoviae	1412.28571428571	934	1752	18.3786172211867	18.2506724823429	18.7673180659641	207.571428571429	182	256
Sceloporus graciosus	1639.84519572954	-55	4067	39.03904785411	32.8690999991395	47.3625999990601	86.2891459074733	-21	235
Sceloporus grammicus	2449.43409490334	21	5070	20.5974665018883	16.1807820914316	29.0604894627149	142.646748681898	21	242
Sceloporus grandaevus	354.444444444444	59	479	24.2213628640055	24.13972	24.2586922126124	227.8	221	235
Sceloporus heterolepis	1750.5	1235	2137	20.4005584131092	19.8505855292796	20.8505368376651	182.5	155	221
Sceloporus horridus	868.79057591623	3	2184	20.1801347595434	16.8607388247721	25.5003224729567	228.376963350785	162	289
Sceloporus hunsakeri	250.597014925373	2	703	23.630204968104	22.8837511589014	24.57008	226.522388059701	205	241
Sceloporus insignis	1712.42857142857	973	3209	19.2729928863198	18.7673068517394	19.5305984156493	183.571428571429	104	228
Sceloporus jalapae	1808.73684210526	1129	2386	18.2680707726741	17.0407391089589	18.8906478504407	181.236842105263	144	223
Sceloporus jarrovi	1978.91588785047	647	3178	28.7028080048309	22.7104550279469	32.787	140.841121495327	79	214
Sceloporus licki	714.190476190476	198	1600	23.5335222206009	23.1920780883525	23.8391185188955	203.857142857143	153	232
Sceloporus lineatulus	45	45	45	25.6507199992631	25.6507199992631	25.6507199992631	238	238	238
Sceloporus maculosus	1291.75	1204	1384	25.2453478697517	25.1703507754328	25.3103460903735	212	211	213
Sceloporus magister	1028.50428816467	-74	2956	34.6913421239732	24.98243	40.8729132121097	159.760273972603	61	251
Sceloporus malachiticus	1579.67307692308	481	3317	11.9267502507559	8.93263280936527	14.43333	182.798076923077	93	241
Sceloporus megalepidurus	2290	1619	3799	18.8189432325584	18.453	19.5172892804807	147.571428571429	70	190
Sceloporus melanorhinus	304.24	3	1031	18.8271081872959	15.6908065012538	21.9504820184128	259.826923076923	215	289
Sceloporus merriami	745.45	332	2249	29.2894943614717	26.0403202356227	30.96667	199.9125	153	216
Sceloporus minor	2010.20547945205	1318	2942	22.7860805000521	20.4305705746728	24.620381782904	171.808219178082	135	206
Sceloporus mucronatus	2565.72727272727	1447	3872	18.548042659992	17.1007331028642	19.9505924253859	143.575757575758	83	208
Sceloporus nelsoni	415.025	5	1529	23.2508276295256	20.8783136626627	27.6669019281798	237	176	255
Sceloporus oberon	2031.55555555556	345	2702	25.1210811768742	24.5903882525525	25.47033	149.777777777778	110	224
Sceloporus occidentalis	794.752059925094	-1	3603	36.6392389280544	30.85533	48.1789999990628	130.867164179104	-3	213
Sceloporus ochoterenae	1281.25	1081	1433	18.2610197314053	17.78	18.800647001745	228.25	222	239
Sceloporus olivaceus	334.42	2	1835	30.3737787912046	22.7171425512112	33.9361013714766	193.536	162	244
Sceloporus orcutti	694.854166666667	3	3161	32.2593114572483	24.8465123190275	34.0170940819131	165.572700296736	57	240
Sceloporus ornatus	1899	1899	1899	25.2803564288518	25.2803564288518	25.2803564288518	192	192	192
Sceloporus parvus	2043.29166666667	539	3555	23.0007451350228	20.40039	26.0603282717735	165.041666666667	106	220
Sceloporus poinsettii	1522.54436450839	307	2845	29.5049492794625	23.6670762282809	34.19	155.553956834532	63	224
Sceloporus pyrocephalus	312.607142857143	3	1304	19.0481937474601	18.1839970063441	19.4806023585366	258.103448275862	212	285
Sceloporus salvini	1468	1468	1468	19.5456191522431	19.5456191522431	19.5456191522431	177	177	177
Sceloporus scalaris	2229.33333333333	1454	3637	21.2798422342526	19.1367384369787	23.9303970355123	153.393939393939	90	202
Sceloporus serrifer	437.232558139535	4	2339	20.6402114126191	16.1327365605588	24.5689190258754	237.06976744186	134	261
Sceloporus siniferus	460.236842105263	3	2319	16.6066804594954	14.29667	18.5173165445879	252.104347826087	161	291
Sceloporus slevini	2053.33333333333	1403	2747	30.5676268426639	27.5104318181649	31.9333839578902	126.972222222222	90	166
Sceloporus smaragdinus	2661.69696969697	1245	3790	14.8706182317999	14.46639	15.14103	132.212121212121	102	208
Sceloporus smithi	556.230769230769	12	2939	16.267465456902	15.9307964991403	16.4174433027976	247.538461538462	122	276
Sceloporus spinosus	1871.8045112782	987	2561	19.8340502766779	16.3807727104335	23.829999999302	177.421052631579	134	216
