"node"	"mean"	"sd"
"1"	6420	30.9711539709106	5.88191139764346
"2"	6450	30.4961789910814	5.88191139764346
"3"	11683	26.08	5.88191139764346
"4"	11876	23.1004989535608	5.88191139764346
"5"	11486	27.7594296732574	5.88191139764346
"6"	11572	34.7507055057214	5.88191139764346
"7"	6279	32.4198427526612	5.88191139764346
"8"	11790	-26.8496125367955	5.88191139764346
"9"	11913	22.216022157557	5.88191139764346
"10"	11759	28.9559844766776	5.88191139764346
"11"	11906	32.6647653962061	5.88191139764346
"12"	11585	32.9107600080226	5.88191139764346
"13"	11693	33.7005528636759	5.88191139764346
"14"	11905	34.0967176424988	5.88191139764346
"15"	11737	19.1167173288933	5.88191139764346
"16"	11767	13.8818904884775	5.88191139764346
"17"	6924	40.0024673922575	5.88191139764346
"18"	6917	40.2411326675589	5.88191139764346
"19"	11778	33.1836550630927	5.88191139764346
"20"	6167	-31.2303887517915	5.88191139764346
"21"	11754	40.2325119948899	5.88191139764346
"22"	6331	41.6363856082284	5.88191139764346
"23"	6288	42.8198789037787	5.88191139764346
"24"	10997	32.133899476835	5.88191139764346
"25"	11607	35.9661072783773	5.88191139764346
"26"	11856	27.6995814718913	5.88191139764346
"27"	7087	16.3104116239738	5.88191139764346
"28"	11809	22.533323717209	5.88191139764346
"29"	12081	35.4851868490309	5.88191139764346
"30"	12079	30.5138222646755	5.88191139764346
"31"	12090	39.0120036259698	5.88191139764346
"32"	11910	17.9225034584565	5.88191139764346
"33"	11842	19.7878773836543	5.88191139764346
"34"	11865	29.8	5.88191139764346
"35"	6945	20.3899278671675	5.88191139764346
"36"	12108	27.5427521629624	5.88191139764346
"37"	12026	28.1585066257204	5.88191139764346
"38"	6951	29.9639739109904	5.88191139764346
"39"	7100	27.9046534529196	5.88191139764346
"40"	11547	34.830824148408	5.88191139764346
"41"	6929	34.1980916582892	5.88191139764346
"42"	6408	27.6067095294168	5.88191139764346
"43"	11149	29.76	5.88191139764346
"44"	12113	28.8793053027002	5.88191139764346
