collection_no	collection.authorizer	license	class_name	order_name	family_name	occurrence.genus_reso	occurrence.genus_name	occurrence.species_reso	occurrence.species_name	original.genus_reso	original.genus_name	original.species_reso	original.species_name	collection.reference_no	latdec	lngdec	paleolatdec	paleolngdec	ma_max	ma_min	ma_mid
17341	J. Alroy	CC BY	Reptilia	Squamata			Peltosaurus		sp.					2738	29.633333	-82.366667	29.66	-75.75	33.3	30.8	32.05
17516	J. Alroy	CC BY	Reptilia	Squamata		?	Peltosaurus		sp.					2351	43.3	-102.5	44.14	-96.63	30.8	20.43	25.615
17641	J. Alroy	CC BY	Reptilia	Squamata		n. gen.	Macrorhineura	n. sp.	skinneri					2356	43.3	-102.5	44.12	-95.85	30.8	26.3	28.55
17802	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae	n. gen.	Harrisonsaurus	n. sp.	fossilis					2115	42.8	-100.8	43.58	-95.69	24.8	20.43	22.615
17802	J. Alroy	CC BY	Reptilia	Squamata	Scincidae		Eumeces	n. sp.	antiquus					2115	42.8	-100.8	43.58	-95.69	24.8	20.43	22.615
17802	J. Alroy	CC BY	Reptilia	Squamata		cf.	Peltosaurus		sp.					2115	42.8	-100.8	43.58	-95.69	24.8	20.43	22.615
17878	J. Alroy	CC BY	Reptilia	Squamata			Rhineura	n. sp.	sepultura					1718	43.2	-101.8	43.9	-97.87	20.43	15.97	18.2
17881	J. Alroy	CC BY	Reptilia	Squamata			Rhineura		marslandensis					6204	41.7	-103.1	42.42	-99.24	20.43	15.97	18.2
17881	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Sceloporus		sp.					6204	41.7	-103.1	42.42	-99.24	20.43	15.97	18.2
17963	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae	?	Holbrookia	n. sp.	antiqua					7577	42.374	-103.3177	43.1	-99.43	20.43	15.97	18.2
17963	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Sceloporus		sp.					7577	42.374	-103.3177	43.1	-99.43	20.43	15.97	18.2
17963	J. Alroy	CC BY	Reptilia	Squamata	Anguidae	cf.	Paragerrhonotus		ricardensis					7577	42.374	-103.3177	43.1	-99.43	20.43	15.97	18.2
17963	J. Alroy	CC BY	Reptilia	Squamata			Rhineura	n. sp.	marslandensis					7577	42.374	-103.3177	43.1	-99.43	20.43	15.97	18.2
17963	J. Alroy	CC BY	Reptilia	Squamata	Anguidae	?	Gerrhonotus		sp.					7577	42.374	-103.3177	43.1	-99.43	20.43	15.97	18.2
17965	J. Alroy	CC BY	Reptilia	Squamata	Anguidae		Ophisaurus		sp.					3703	40.9	-103.283333	41.62	-99.44	20.43	15.97	18.2
18031	J. Alroy	CC BY	Reptilia	Squamata	Scincidae		Eumeces		sp.					3510	42.49	-98.11	43.01	-94.82	15.97	13.6	14.785
18031	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Leiocephalus	n. sp.	septentrionalis					3510	42.49	-98.11	43.01	-94.82	15.97	13.6	14.785
18031	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Sceloporus		sp.					3510	42.49	-98.11	43.01	-94.82	15.97	13.6	14.785
18126	J. Alroy	CC BY	Reptilia	Squamata	Teiidae		Cnemidophorus		sp.					3510	42.8214	-97.7289	43.11	-95.95	10.3	4.9	7.6
18141	J. Alroy	CC BY	Reptilia	Squamata	Anguidae		Gerrhonotus		sp.		Gerrhonotus	cf.	mungerorum	3503	42.8061	-100.505	43.36	-97.23	15.97	13.6	14.785
18141	J. Alroy	CC BY	Reptilia	Squamata	Scincidae		Eumeces		minimus					3503	42.8061	-100.505	43.36	-97.23	15.97	13.6	14.785
18141	J. Alroy	CC BY	Reptilia	Squamata	Anguidae		Ophisaurus		ventralis					3503	42.8061	-100.505	43.36	-97.23	15.97	13.6	14.785
18141	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Sceloporus		sp.					3503	42.8061	-100.505	43.36	-97.23	15.97	13.6	14.785
18141	J. Alroy	CC BY	Reptilia	Squamata	Scincidae		Eumeces		sp.					3503	42.8061	-100.505	43.36	-97.23	15.97	13.6	14.785
18165	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Phrynosoma		sp.					3239	42.8	-100.8	43.36	-97.52	15.97	13.6	14.785
18165	J. Alroy	CC BY	Reptilia	Squamata	Teiidae	cf.	Cnemidophorus		sp.					3239	42.8	-100.8	43.36	-97.52	15.97	13.6	14.785
18165	J. Alroy	CC BY	Reptilia	Squamata	Anguidae		Gerrhonotus		sp.					3239	42.8	-100.8	43.36	-97.52	15.97	13.6	14.785
18268	J. Alroy	CC BY	Reptilia	Squamata	Scincidae		Eumeces		sp.					1710	43.4	-100.6	43.85	-97.96	13.6	10.3	11.95
18284	J. Alroy	CC BY	Reptilia	Squamata	Anguidae		Gerrhonotus	cf.	mungerorum		Gerrhonotus		sp.	25657	42.783333	-100.033333	43.33	-96.75	15.97	13.6	14.785
18284	J. Alroy	CC BY	Reptilia	Squamata	Xenosauridae		Nordenosaurus	n. sp.	magnus					25657	42.783333	-100.033333	43.33	-96.75	15.97	13.6	14.785
18284	J. Alroy	CC BY	Reptilia	Squamata		cf.	Rhineura		sp.					25657	42.783333	-100.033333	43.33	-96.75	15.97	13.6	14.785
18284	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Sceloporus		sp.					25657	42.783333	-100.033333	43.33	-96.75	15.97	13.6	14.785
18284	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Leiocephalus		nebraskensis					25657	42.783333	-100.033333	43.33	-96.75	15.97	13.6	14.785
18284	J. Alroy	CC BY	Reptilia	Squamata	Scincidae		Eumeces		sp.					25657	42.783333	-100.033333	43.33	-96.75	15.97	13.6	14.785
18284	J. Alroy	CC BY	Reptilia	Squamata	Scincidae	cf.	Eumeces		sp.					25657	42.783333	-100.033333	43.33	-96.75	15.97	13.6	14.785
18397	J. Alroy	CC BY	Reptilia	Squamata	Scincidae		Eumeces		sp.					6331	43.1	-98.3	43.62	-94.99	15.97	13.6	14.785
18442	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Leiocephalus		sp.					3503	42.8	-100.8	43.36	-97.52	15.97	13.6	14.785
18450	J. Alroy	CC BY	Reptilia	Squamata	Anguidae		Gerrhonotus	n. sp.	mungerorum					3676	39.821	-99.7513	40.27	-97.17	13.6	10.3	11.95
18450	J. Alroy	CC BY	Reptilia	Squamata	Teiidae		Cnemidophorus	cf.	sexlineatus					3676	39.821	-99.7513	40.27	-97.17	13.6	10.3	11.95
18450	J. Alroy	CC BY	Reptilia	Squamata	Anguidae		Ophisaurus		attenuatus		Ophisaurus		ventralis	3676	39.821	-99.7513	40.27	-97.17	13.6	10.3	11.95
18450	J. Alroy	CC BY	Reptilia	Squamata	Scincidae		Eumeces	n. sp.	hixsonorum		Eumeces		sp.	3676	39.821	-99.7513	40.27	-97.17	13.6	10.3	11.95
18454	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Sceloporus		sp.					3503	42.7	-100	43.25	-96.72	15.97	13.6	14.785
18538	J. Alroy	CC BY	Reptilia	Squamata	Teiidae	?	Cnemidophorus		sp.					1145	30.5	-84.5	30.82	-81.42	15.97	13.6	14.785
18538	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae	?	Leiocephalus		sp.					1145	30.5	-84.5	30.82	-81.42	15.97	13.6	14.785
18541	J. Alroy	CC BY	Reptilia	Squamata	Anguidae		Ophisaurus		sp.					3633	29.8	-82.1	29.99	-80.21	13.6	4.9	9.25
18549	J. Alroy	CC BY	Reptilia	Squamata		?	Heloderma		sp.					1145	30.5	-84.5	30.82	-81.42	15.97	13.6	14.785
18579	J. Alroy	CC BY	Reptilia	Squamata	Anguidae		Ophisaurus		sp.					1446	39.2	-75.6	39.39	-71.63	20.43	15.97	18.2
18597	J. Alroy	CC BY	Reptilia	Squamata			Peltosaurus	n. sp.	floridanus					6560	29.7	-82.6	30.04	-78.94	20.43	15.97	18.2
18663	J. Alroy	CC BY	Reptilia	Squamata		?	Peltosaurus		sp.					933	31	-93.4	31.6	-88.94	23.03	20.44	21.735
18665	J. Alroy	CC BY	Reptilia	Squamata	Scincidae		Eumeces	n. sp.	miobsoletus					6198	30.5	-95	30.98	-91.96	15.97	13.6	14.785
18755	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Sceloporus		sp.					2245	28.8	-108	29.16	-106.4	10.3	4.9	7.6
18755	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Phrynosoma		sp.					2245	28.8	-108	29.16	-106.4	10.3	4.9	7.6
18759	J. Alroy	CC BY	Reptilia	Squamata	Anguidae		Ophisaurus	n. sp.	canadensis					3295	49.2	-106.2	49.83	-102.8	15.97	13.6	14.785
19610	J. Alroy	CC BY	Reptilia	Squamata	Teiidae		Cnemidophorus		sp.					1024	35.8	-110.1	36.17	-108.45	10.3	4.9	7.6
19610	J. Alroy	CC BY	Reptilia	Squamata	Scincidae		Eumeces		sp.					1024	35.8	-110.1	36.17	-108.45	10.3	4.9	7.6
19618	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae	cf.	Crotaphytus		sp.					1292	34.5	-112.5	34.64	-111.89	4.9	1.8	3.35
19922	J. Alroy	CC BY	Reptilia	Squamata	Scincidae		Eumeces		striatulus					1889	37.1	-100.9	37.22	-100.27	4.9	1.8	3.35
19931	J. Alroy	CC BY	Reptilia	Squamata	Teiidae		Cnemidophorus		sexlineatus					1860	37.2	-100.3	37.32	-99.66	4.9	1.8	3.35
19931	J. Alroy	CC BY	Reptilia	Squamata	Scincidae		Eumeces		striatulus					1860	37.2	-100.3	37.32	-99.66	4.9	1.8	3.35
19931	J. Alroy	CC BY	Reptilia	Squamata	Anguidae		Ophisaurus		attenuatus					1860	37.2	-100.3	37.32	-99.66	4.9	1.8	3.35
19931	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Phrynosoma		cornutum					1860	37.2	-100.3	37.32	-99.66	4.9	1.8	3.35
19931	J. Alroy	CC BY	Reptilia	Squamata	Teiidae		Cnemidophorus		bilobatus					1860	37.2	-100.3	37.32	-99.66	4.9	1.8	3.35
19931	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Sceloporus	n. sp.	robustus					1860	37.2	-100.3	37.32	-99.66	4.9	1.8	3.35
19954	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Phrynosoma		cornutum					3507	42.378333	-98.234444	42.49	-97.57	4.9	1.8	3.35
19954	J. Alroy	CC BY	Reptilia	Squamata	Scincidae		Eumeces	cf.	striatulatus					3507	42.378333	-98.234444	42.49	-97.57	4.9	1.8	3.35
19960	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Sceloporus		undulatus					3073	41.4	-102.4	41.52	-101.75	4.9	1.8	3.35
19960	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Sceloporus		robustus					3073	41.4	-102.4	41.52	-101.75	4.9	1.8	3.35
19960	J. Alroy	CC BY	Reptilia	Squamata	Teiidae		Cnemidophorus		sexlineatus					3073	41.4	-102.4	41.52	-101.75	4.9	1.8	3.35
19965	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Crotaphytus		sp.					2886	37.8	-114.3	37.95	-113.69	4.9	1.8	3.35
19965	J. Alroy	CC BY	Reptilia	Squamata	Crotaphytidae		Gambelia		sp.					2886	37.8	-114.3	37.95	-113.69	4.9	1.8	3.35
19982	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Sceloporus		undulatus					2876	33.1	-107.3	33.23	-106.69	4.9	1.8	3.35
20079	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Sceloporus		sp.					6213	20.7	-98.6	20.81	-98.02	4.9	1.8	3.35
20079	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Phrynosoma		sp.					6213	20.7	-98.6	20.81	-98.02	4.9	1.8	3.35
20176	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Uta		stansburiana					2893	33.9	-117	33.85	-116.68	1.8	0.3	1.05
20177	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Sceloporus		sp.					2893	33.9	-117	33.85	-116.68	1.8	0.3	1.05
20178	J. Alroy	CC BY	Reptilia	Squamata	Anguidae		Anniella		sp.					2893	33.9	-117	33.85	-116.68	1.8	0.3	1.05
20178	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Sceloporus		sp.					2893	33.9	-117	33.85	-116.68	1.8	0.3	1.05
20178	J. Alroy	CC BY	Reptilia	Squamata	Anguidae		Gerrhonotus		sp.					2893	33.9	-117	33.85	-116.68	1.8	0.3	1.05
20182	J. Alroy	CC BY	Reptilia	Squamata	Anguidae		Anniella		sp.					2893	33.9	-117	33.85	-116.68	1.8	0.3	1.05
20195	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Phrynosoma		sp.					2893	33.9	-117	33.85	-116.68	1.8	0.3	1.05
20302	J. Alroy	CC BY	Reptilia	Squamata	Scincidae		Eumeces	cf.	fasciatus					39868	39.6	-78.7	39.62	-78.48	1.8	0.3	1.05
20302	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Sceloporus	cf.	undulatus					39868	39.6	-78.7	39.62	-78.48	1.8	0.3	1.05
20309	J. Alroy	CC BY	Reptilia	Squamata	Anguidae		Ophisaurus		attenuatus					3216	36.7	-99.9	36.74	-99.69	1.8	0.3	1.05
20318	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Holbrookia		sp.					1302	34	-99.8	34.04	-99.59	1.8	0.3	1.05
20332	J. Alroy	CC BY	Reptilia	Squamata	Scincidae		Eumeces		sp.					3099	38.3	-97.6	38.34	-97.39	1.8	0.3	1.05
20337	J. Alroy	CC BY	Reptilia	Squamata	Scincidae		Eumeces		fasciatus					3634	30.3	-97.7	30.34	-97.49	1.8	0.3	1.05
20337	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Crotaphytus		reticulatus					3634	30.3	-97.7	30.34	-97.49	1.8	0.3	1.05
20337	J. Alroy	CC BY	Reptilia	Squamata	Scincidae		Eumeces		obsoletus					3634	30.3	-97.7	30.34	-97.49	1.8	0.3	1.05
20337	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Sceloporus		olivaceus					3634	30.3	-97.7	30.34	-97.49	1.8	0.3	1.05
20337	J. Alroy	CC BY	Reptilia	Squamata	Anguidae		Ophisaurus		sp.					3634	30.3	-97.7	30.34	-97.49	1.8	0.3	1.05
20337	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Sceloporus		undulatus					3634	30.3	-97.7	30.34	-97.49	1.8	0.3	1.05
20355	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Sceloporus		undulatus					2939	37.366667	-105.75	37.37	-105.75	0.781	0.126	0.4535
20359	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Holbrookia		maculata					2939	37.366667	-105.75	37.37	-105.75	0.781	0.126	0.4535
20360	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Sceloporus		undulatus					2939	37.366667	-105.75	37.37	-105.75	0.781	0.126	0.4535
20361	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Sceloporus		undulatus					2939	37.366667	-105.75	37.37	-105.75	0.781	0.126	0.4535
20361	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Holbrookia		maculata					2939	37.366667	-105.75	37.37	-105.75	0.781	0.126	0.4535
20369	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Holbrookia		maculata					2939	37.366667	-105.75	37.37	-105.75	0.781	0.126	0.4535
20369	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Sceloporus		undulatus					2939	37.366667	-105.75	37.37	-105.75	0.781	0.126	0.4535
20370	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Phrynosoma		douglassi					2939	37.366667	-105.75	37.37	-105.75	0.781	0.126	0.4535
20387	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Phrynosoma		sp.					3014	37.6	-122	37.54	-121.69	1.8	0.3	1.05
20389	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Phrynosoma		douglassi					2435	45.433333	-99.866667	45.47	-99.64	1.8	0.3	1.05
20389	J. Alroy	CC BY	Reptilia	Squamata	Scincidae		Eumeces		septentrionalis					2435	45.433333	-99.866667	45.47	-99.64	1.8	0.3	1.05
20389	J. Alroy	CC BY	Reptilia	Squamata	Teiidae		Cnemidophorus		sp.					2435	45.433333	-99.866667	45.47	-99.64	1.8	0.3	1.05
20390	J. Alroy	CC BY	Reptilia	Squamata	Anguidae		Ophisaurus		attenuatus					1912	38.7	-98.1	38.74	-97.88	1.8	0.3	1.05
20390	J. Alroy	CC BY	Reptilia	Squamata	Scincidae		Eumeces		fasciatus					1912	38.7	-98.1	38.74	-97.88	1.8	0.3	1.05
20400	J. Alroy	CC BY	Reptilia	Squamata	Anguidae		Ophisaurus		compressus					1960	27.7	-82.5	27.72	-82.29	1.8	0.3	1.05
20402	J. Alroy	CC BY	Reptilia	Squamata	Anguidae		Ophisaurus		compressus					1960	27.7	-82.5	27.72	-82.29	1.8	0.3	1.05
20422	J. Alroy	CC BY	Reptilia	Squamata	Anguidae		Ophisaurus		attenuatus					1887	37.2	-100.3	37.24	-100.09	1.8	0.3	1.05
20423	J. Alroy	CC BY	Reptilia	Squamata	Anguidae		Ophisaurus		attenuatus					1887	37.2	-100.3	37.24	-100.09	1.8	0.3	1.05
20427	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Holbrookia		maculata					1463	37.2	-100.3	37.24	-100.09	1.8	0.3	1.05
20427	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Sceloporus		undulatus					1463	37.2	-100.3	37.24	-100.09	1.8	0.3	1.05
20427	J. Alroy	CC BY	Reptilia	Squamata	Scincidae		Eumeces		septentrionalis					1463	37.2	-100.3	37.24	-100.09	1.8	0.3	1.05
20427	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Phrynosoma		cornutum					1463	37.2	-100.3	37.24	-100.09	1.8	0.3	1.05
20427	J. Alroy	CC BY	Reptilia	Squamata	Teiidae		Cnemidophorus		sexlineatus					1463	37.2	-100.3	37.24	-100.09	1.8	0.3	1.05
20427	J. Alroy	CC BY	Reptilia	Squamata	Scincidae		Eumeces		obsoletus					1463	37.2	-100.3	37.24	-100.09	1.8	0.3	1.05
20440	J. Alroy	CC BY	Reptilia	Squamata	Anguidae		Ophisaurus		sp.					2050	27.8	-82.8	28.08	-79.96	0.3	0.012	0.156
20440	J. Alroy	CC BY	Reptilia	Squamata	Polychrotidae		Anolis	cf.	carolinensis					2050	27.8	-82.8	28.08	-79.96	0.3	0.012	0.156
20491	J. Alroy	CC BY	Reptilia	Squamata			Rhineura		floridana					3580	29.1	-82.3	29.28	-80.63	0.3	0.012	0.156
20491	J. Alroy	CC BY	Reptilia	Squamata	Polychrotidae		Anolis		carolinensis					3580	29.1	-82.3	29.28	-80.63	0.3	0.012	0.156
20491	J. Alroy	CC BY	Reptilia	Squamata	Teiidae		Cnemidophorus		sexlineatus					3580	29.1	-82.3	29.28	-80.63	0.3	0.012	0.156
20491	J. Alroy	CC BY	Reptilia	Squamata	Scincidae		Eumeces		fasciatus					3580	29.1	-82.3	29.28	-80.63	0.3	0.012	0.156
20491	J. Alroy	CC BY	Reptilia	Squamata	Anguidae		Ophisaurus		ventralis					3580	29.1	-82.3	29.28	-80.63	0.3	0.012	0.156
20516	J. Alroy	CC BY	Reptilia	Squamata	Teiidae		Cnemidophorus		sexlineatus					3099	38.3	-97.6	38.34	-97.39	1.8	0.3	1.05
20516	J. Alroy	CC BY	Reptilia	Squamata	Scincidae		Eumeces		sp.					3099	38.3	-97.6	38.34	-97.39	1.8	0.3	1.05
20530	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Sceloporus		undulatus					1304	33.7	-101.9	33.74	-101.69	1.8	0.3	1.05
20530	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Phrynosoma		cornutum					1304	33.7	-101.9	33.74	-101.69	1.8	0.3	1.05
20530	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Crotaphytus		collaris					1304	33.7	-101.9	33.74	-101.69	1.8	0.3	1.05
20530	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae		Holbrookia		sp.					1304	33.7	-101.9	33.74	-101.69	1.8	0.3	1.05
20581	J. Alroy	CC BY	Reptilia	Squamata	Polychrotidae		Anolis		carolinensis					3132	27.5	-82.5	27.68	-80.85	0.126	0.0117	0.06885
20593	J. Alroy	CC BY	Reptilia	Squamata	Anguidae		Ophisaurus		ventralis					3567	29.8	-82.1	29.82	-81.89	0.126	0.0117	0.06885
20605	J. Alroy	CC BY	Reptilia	Squamata	Anguidae		Ophisaurus		attenuatus					1907	37.2	-100.3	37.24	-100.09	0.126	0.0117	0.06885
20605	J. Alroy	CC BY	Reptilia	Squamata	Scincidae		Eumeces		sp.					1907	37.2	-100.3	37.24	-100.09	0.126	0.0117	0.06885
20605	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae	?	Holbrookia		sp.					1907	37.2	-100.3	37.24	-100.09	0.126	0.0117	0.06885
20605	J. Alroy	CC BY	Reptilia	Squamata	Iguanidae	?	Sceloporus		sp.					1907	37.2	-100.3	37.24	-100.09	0.126	0.0117	0.06885
20636	J. Alroy	CC BY	Reptilia	Squamata	Polychrotidae		Anolis		carolinensis					3567	28.716667	-81.45	28.72	-81.45	0.126	0.0117	0.06885
20638	J. Alroy	CC BY	Reptilia	Squamata	Polychrotidae		Anolis		carolinensis					3567	28.8	-82.2	28.82	-81.99	0.126	0.0117	0.06885
20638	J. Alroy	CC BY	Reptilia	Squamata	Anguidae		Ophisaurus		ventralis					3567	28.8	-82.2	28.82	-81.99	0.126	0.0117	0.06885
20638	J. Alroy	CC BY	Reptilia	Squamata	Scincidae		Eumeces		sp.					3567	28.8	-82.2	28.82	-81.99	0.126	0.0117	0.06885
20650	J. Alroy	CC BY	Reptilia	Squamata	Anguidae		Ophisaurus		ventralis					3567	29.4	-82.6	29.42	-82.39	0.126	0.0117	0.06885
20650	J. Alroy	CC BY	Reptilia	Squamata	Scincidae		Eumeces		inexpectatus					3567	29.4	-82.6	29.42	-82.39	0.126	0.0117	0.06885
20650	J. Alroy	CC BY	Reptilia	Squamata			Rhineura		floridana					3567	29.4	-82.6	29.42	-82.39	0.126	0.0117	0.06885
20650	J. Alroy	CC BY	Reptilia	Squamata	Polychrotidae		Anolis		carolinensis					3567	29.4	-82.6	29.42	-82.39	0.126	0.0117	0.06885
21726	A. Behrensmeyer		Reptilia	Squamata	Varanidae		Varanus		sp.					4810	-0.333	35.2167	-1.66	32.83	23.03	15.97	19.5
21822	A. Behrensmeyer		Reptilia	Squamata	Varanidae		Varanus	cf.	niloticus					4867	-26.167	27.7336	-26.21	27.63	1.806	0.781	1.2935
21854	A. Behrensmeyer		Reptilia	Squamata	Varanidae		Varanus		sp.					5210	-14.1167	32.5	-14.16	32.41	2.588	0	1.294
21855	A. Behrensmeyer		Reptilia	Squamata	Varanidae		Varanus		sp.					4922	-28.25	16.5	-29	14.41	23.03	11.608	17.319
21871	A. Behrensmeyer		Reptilia	Squamata	Varanidae		Varanus		sp.					5220	15.25	36.25	15.2	36.18	0.0117	0	0.00585
21894	A. Behrensmeyer		Reptilia	Squamata	Varanidae		Varanus		sp.					5210	-14.4022	31.9333	-14.4	31.93	0.0117	0	0.00585
21895	A. Behrensmeyer		Reptilia	Squamata	Varanidae		Varanus		sp.					5210	-13.8167	32.4667	-13.82	32.47	0.0117	0	0.00585
21902	A. Behrensmeyer		Reptilia	Squamata	Varanidae		Varanus		exanthematicus					5230	16.25	33.75	16.25	33.75	0.0117	0	0.00585
21903	A. Behrensmeyer		Reptilia	Squamata	Varanidae		Varanus		exanthematicus					5230	16.25	33.75	16.25	33.75	0.0117	0	0.00585
21904	A. Behrensmeyer		Reptilia	Squamata	Varanidae		Varanus		exanthematicus					5230	16.25	33.75	16.25	33.75	0.0117	0	0.00585
21913	A. Behrensmeyer		Reptilia	Squamata	Varanidae		Varanus		sp.					5213	-27.6167	24.6333	-27.66	24.53	2.588	0.0117	1.29985
21920	A. Behrensmeyer		Reptilia	Squamata	Varanidae		Varanus		sp.					5213	-27.6167	24.6333	-27.66	24.53	2.588	0.0117	1.29985
21958	A. Behrensmeyer		Reptilia	Squamata	Varanidae		Varanus		exanthematicus					5230	16.25	33.75	16.25	33.75	0.0117	0	0.00585
22085	A. Behrensmeyer		Reptilia	Squamata	Varanidae		Varanus		niloticus					5329	0.1333	29.567	0.09	29.49	2.588	0	1.294
22211	A. Behrensmeyer		Reptilia	Squamata	Varanidae		Varanus		niloticus					5434	1	30.5	0.87	30.27	5.333	0.0117	2.67235
22266	A. Behrensmeyer		Reptilia	Squamata	Teiidae	cf.	Dracaena		sp.					5567	0.8833	35.8	0.15	34.34	13.82	11.62	12.72
22272	A. Behrensmeyer		Reptilia	Squamata	Varanidae		Varanus		sp.					5569	0.5	36	0.45	35.9	2.588	0.0117	1.29985
22303	A. Behrensmeyer		Reptilia	Squamata	Teiidae		Dracaena		sp.					5569	0.8417	35.8167	0.03	34.22	15.97	11.62	13.795
22342	A. Behrensmeyer		Reptilia	Squamata	Varanidae		Varanus		niloticus					4454	4.2667	35.8167	4.17	35.6	2.588	0.781	1.6845
22410	A. Behrensmeyer		Reptilia	Squamata	Varanidae		Varanus		sp.					5434	1.5	31	0.73	29.53	23.03	2.588	12.809
22699	A. Behrensmeyer	CC BY	Reptilia	Squamata		cf.	Palaeosaniwa		sp.					5710	55.639	-119.1081	63.75	-81.64	83.5	70.6	77.05
22708	A. Behrensmeyer		Reptilia	Squamata			Parviraptor		sp.		Lacertilia		indet.	15179	39.058611	-108.728889	35.08	-55.39	157.3	145	151.15
22708	A. Behrensmeyer		Reptilia	Squamata	Dorsetisauridae		Dorsetisaurus		sp.					15179	39.058611	-108.728889	35.08	-55.39	157.3	145	151.15
23366	J. Alroy	CC BY	Reptilia	Squamata	Mosasauridae		Tylosaurus	n. sp.	pembinensis		Hainosaurus	n. sp.	pembinensis	9846	49.3456	-98.3432	53.7	-63.16	83.5	70.6	77.05
23366	J. Alroy	CC BY	Reptilia	Squamata	Mosasauridae		Latoplatecarpus		nichollsae		Plioplatecarpus		nichollsae	9846	49.3456	-98.3432	53.7	-63.16	83.5	70.6	77.05
23368	J. Alroy	CC BY	Reptilia	Squamata	Mosasauridae		Plioplatecarpus		primaevus					735	50.6697	-107.4285	57.07	-71.62	83.5	70.6	77.05
23368	J. Alroy	CC BY	Reptilia	Squamata	Mosasauridae		Mosasaurus		conodon					735	50.6697	-107.4285	57.07	-71.62	83.5	70.6	77.05
24181	J. Alroy	CC BY	Reptilia	Squamata	Varanidae		Varanus	cf.	niloticus					6838	16.333333	18.666667	16.09	18.22	11.608	2.588	7.098
24563	A. Rees		Reptilia	Squamata	Dorsetisauridae	n. gen.	Dorsetisaurus	n. sp.	purbeckensis	n. gen.	Introrsisaurus	n. sp.	pollicidens	6907	39.7	-8.8	33.73	1.88	157.3	152.1	154.7
24563	A. Rees		Reptilia	Squamata	Paramacellodidae		Saurillus	n. sp.	henkeli					6907	39.7	-8.8	33.73	1.88	157.3	152.1	154.7
24563	A. Rees		Reptilia	Squamata	Paramacellodidae		Saurillus	cf.	obtusus					6907	39.7	-8.8	33.73	1.88	157.3	152.1	154.7
24563	A. Rees		Reptilia	Squamata	Paramacellodidae		Becklesius	n. sp.	hoffstetteri		Becklesisaurus	n. sp.	hoffstetteri	6907	39.7	-8.8	33.73	1.88	157.3	152.1	154.7
